genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	MAG_status	shared_name	product_1_GCF
001-SG-02.bin.1.589	001-SG-02.bin.1.589_contig_6427	1	989991	1036446	FALSE	putative_wzy_dependent				001-SG-02.bin.1.589_contig_6427	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__	s__	FLASV58124.1376;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_58124;	HQ	001-SG-02.bin.1.589_contig_6427.region001.gbk_region_1	NA
019-HK-04.bin.1.123	019-HK-04.bin.1.123_contig_12348	1	2201685	2235240	FALSE	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.123_contig_12348	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Tetrasphaera_A	s__Tetrasphaera_A sp016702415	FLASV1404.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_1404;	HQ	019-HK-04.bin.1.123_contig_12348.region001.gbk_region_1	NA
019-HK-04.bin.1.123	019-HK-04.bin.1.123_contig_12348	2	2240566	2275338	FALSE	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.123_contig_12348	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Tetrasphaera_A	s__Tetrasphaera_A sp016702415	FLASV1404.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_1404;	HQ	019-HK-04.bin.1.123_contig_12348.region002.gbk_region_1	NA
018-CH-08.bin.1.240	018-CH-08.bin.1.240_contig_95651	1	271327	325208	FALSE	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.240_contig_95651	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__	FLASV1901.1422;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Planctomycetales,f:Rubinisphaeraceae,g:SH-PL14,s:midas_s_1445;	HQ	018-CH-08.bin.1.240_contig_95651.region001.gbk_region_1	NA
018-CH-08.bin.1.240	018-CH-08.bin.1.240_contig_97836	1	1486362	1519928	FALSE	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.240_contig_97836	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__	FLASV1901.1422;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Planctomycetales,f:Rubinisphaeraceae,g:SH-PL14,s:midas_s_1445;	HQ	018-CH-08.bin.1.240_contig_97836.region001.gbk_region_1	NA
007-SA-08.bin.1.760	007-SA-08.bin.1.760_contig_34467	1	259460	321922	FALSE	putative_wzy_dependent				007-SA-08.bin.1.760_contig_34467	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__VFZN01	s__	FLASV3253.1476;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:midas_g_433,s:midas_s_3253;	HQ	007-SA-08.bin.1.760_contig_34467.region001.gbk_region_1	NA
007-SA-08.bin.1.760	007-SA-08.bin.1.760_contig_34467	2	327863	382272	FALSE	putative_wzy_dependent				007-SA-08.bin.1.760_contig_34467	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__VFZN01	s__	FLASV3253.1476;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:midas_g_433,s:midas_s_3253;	HQ	007-SA-08.bin.1.760_contig_34467.region002.gbk_region_1	NA
091-US1-126.bin.c.6	091-US1-126.bin.c.6_contig_3749	1	2969953	3042030	FALSE	putative_wzy_dependent				091-US1-126.bin.c.6_contig_3749	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__UBA7656	f__JADIYM01	g__JADIYM01	s__	FLASV502.1475;tax=d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:DS-100,f:midas_f_502,g:midas_g_502,s:midas_s_502;	HQ	091-US1-126.bin.c.6_contig_3749.region001.gbk_region_1	NA
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_33184	1	401188	451010	FALSE	putative_wzy_dependent_NO_OPX				076-IN-18.bin.1.99_contig_33184	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	FLASV52502.1359;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_44456;	HQ	076-IN-18.bin.1.99_contig_33184.region001.gbk_region_1	NA
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_33184	2	808661	868432	FALSE	putative_ABC_dependent_NO_OPX				076-IN-18.bin.1.99_contig_33184	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	FLASV52502.1359;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_44456;	HQ	076-IN-18.bin.1.99_contig_33184.region002.gbk_region_1	NA
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_49273	1	41717	74284	FALSE	putative_wzy_dependent_NO_OPX				076-IN-18.bin.1.99_contig_49273	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	FLASV52502.1359;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_44456;	HQ	076-IN-18.bin.1.99_contig_49273.region001.gbk_region_1	NA
021-CZ-11.bin.1.880	021-CZ-11.bin.1.880_contig_4336	1	1455613	1512607	FALSE	putative_wzy_dependent				021-CZ-11.bin.1.880_contig_4336	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Piscinibacter	s__	FLASV4111.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Piscinibacter,s:Piscinibacter_aquaticus;	HQ	021-CZ-11.bin.1.880_contig_4336.region001.gbk_region_1	NA
021-CZ-11.bin.1.880	021-CZ-11.bin.1.880_contig_82584	1	387669	429564	FALSE	putative_wzy_dependent				021-CZ-11.bin.1.880_contig_82584	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Piscinibacter	s__	FLASV4111.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Piscinibacter,s:Piscinibacter_aquaticus;	HQ	021-CZ-11.bin.1.880_contig_82584.region001.gbk_region_1	NA
088-SA-05.bin.1.329	088-SA-05.bin.1.329_contig_12895	1	171923	217298	FALSE	putative_wzy_dependent				088-SA-05.bin.1.329_contig_12895	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__2-12-FULL-35-15	f__2-12-FULL-35-15	g__2-12-FULL-35-15	s__	FLASV26460.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:KD3-93,g:midas_g_3846,s:midas_s_26460;	HQ	088-SA-05.bin.1.329_contig_12895.region001.gbk_region_1	NA
088-SA-05.bin.1.329	088-SA-05.bin.1.329_contig_2800	1	43873	74319	FALSE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.1.329_contig_2800	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__2-12-FULL-35-15	f__2-12-FULL-35-15	g__2-12-FULL-35-15	s__	FLASV26460.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:KD3-93,g:midas_g_3846,s:midas_s_26460;	HQ	088-SA-05.bin.1.329_contig_2800.region001.gbk_region_1	NA
088-SA-05.bin.1.329	088-SA-05.bin.1.329_contig_30092	1	77367	122198	FALSE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.1.329_contig_30092	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__2-12-FULL-35-15	f__2-12-FULL-35-15	g__2-12-FULL-35-15	s__	FLASV26460.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:KD3-93,g:midas_g_3846,s:midas_s_26460;	HQ	088-SA-05.bin.1.329_contig_30092.region001.gbk_region_1	NA
020-NO1-03.bin.1.563	020-NO1-03.bin.1.563_contig_19929	1	137154	167913	FALSE	putative_wzy_dependent				020-NO1-03.bin.1.563_contig_19929	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__	FLASV4625.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Caulobacter,s:Caulobacter_profundus;	HQ	020-NO1-03.bin.1.563_contig_19929.region001.gbk_region_1	NA
017-IL-02.bin.1.221	017-IL-02.bin.1.221_contig_22061	1	0	24011	TRUE	putative_wzy_dependent_NO_OPX				017-IL-02.bin.1.221_contig_22061	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__Gordonia pseudamarae	FLASV14717.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Gordonia,s:Gordonia_amarae;	HQ	017-IL-02.bin.1.221_contig_22061.region001.gbk_region_1	NA
076-IN-18.bin.2.175	076-IN-18.bin.2.175_contig_91060	1	285239	374667	FALSE	putative_wzy_dependent_NO_OPX				076-IN-18.bin.2.175_contig_91060	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__	FLASV143.1439;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Marmoricola,s:midas_s_143;	HQ	076-IN-18.bin.2.175_contig_91060.region001.gbk_region_1	NA
026-AT-03.bin.2.529	026-AT-03.bin.2.529_contig_15683	1	524241	596049	FALSE	putative_wzy_dependent				026-AT-03.bin.2.529_contig_15683	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Aureliella	s__Aureliella sp020852965	FLASV4576.1449;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_4576;	HQ	026-AT-03.bin.2.529_contig_15683.region001.gbk_region_1	NA
026-AT-03.bin.2.529	026-AT-03.bin.2.529_contig_15683	2	1365670	1415593	FALSE	putative_wzy_dependent_NO_OPX				026-AT-03.bin.2.529_contig_15683	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Aureliella	s__Aureliella sp020852965	FLASV4576.1449;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_4576;	HQ	026-AT-03.bin.2.529_contig_15683.region002.gbk_region_1	NA
026-AT-03.bin.2.529	026-AT-03.bin.2.529_contig_15683	3	1839690	1882551	FALSE	putative_wzy_dependent_NO_OPX				026-AT-03.bin.2.529_contig_15683	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Aureliella	s__Aureliella sp020852965	FLASV4576.1449;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_4576;	HQ	026-AT-03.bin.2.529_contig_15683.region003.gbk_region_1	NA
026-AT-03.bin.2.529	026-AT-03.bin.2.529_contig_163005	1	83468	120221	TRUE	putative_wzy_dependent_NO_OPX				026-AT-03.bin.2.529_contig_163005	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Aureliella	s__Aureliella sp020852965	FLASV4576.1449;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_4576;	HQ	026-AT-03.bin.2.529_contig_163005.region001.gbk_region_1	NA
026-AT-03.bin.2.529	026-AT-03.bin.2.529_contig_3914	1	2077362	2125540	FALSE	putative_ABC_dependent_NO_OPX				026-AT-03.bin.2.529_contig_3914	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Aureliella	s__Aureliella sp020852965	FLASV4576.1449;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_4576;	HQ	026-AT-03.bin.2.529_contig_3914.region001.gbk_region_1	NA
032-ES-07.bin.1.382	032-ES-07.bin.1.382_contig_33542	1	374479	429089	FALSE	putative_ABC_dependent_NO_OPX				032-ES-07.bin.1.382_contig_33542	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Chiayiivirga	s__	FLASV6491.1461;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,s:midas_s_6491;	HQ	032-ES-07.bin.1.382_contig_33542.region001.gbk_region_1	NA
045-US1-87.bin.1.170	045-US1-87.bin.1.170_contig_11966	1	289524	348717	FALSE	putative_wzy_dependent				045-US1-87.bin.1.170_contig_11966	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__SZUA-365	o__SZUA-365	f__SZUA-365	g__JAEYUG01	s__	FLASV81250.1350;tax=d:Bacteria,p:Bacteroidota,c:Kryptonia,o:Kryptoniales,f:MSB-3C8,g:midas_g_35786,s:midas_s_65051;	HQ	045-US1-87.bin.1.170_contig_11966.region001.gbk_region_1	NA
007-SA-08.bin.1.756	007-SA-08.bin.1.756_contig_43867	1	412479	523838	FALSE	putative_wzy_dependent				007-SA-08.bin.1.756_contig_43867	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__RPQJ01	s__	FLASV58952.1357;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Steroidobacterales,f:Steroidobacteraceae,g:midas_g_98,s:midas_s_58952;	HQ	007-SA-08.bin.1.756_contig_43867.region001.gbk_region_1	NA
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_29480	1	50258	128341	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_29480	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_29480.region001.gbk_region_1	NA
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_36069	1	265493	305453	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_36069	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_36069.region001.gbk_region_1	NA
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_8175	1	38961	89603	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_8175	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_8175.region001.gbk_region_1	NA
040-UK-14.bin.1.341	040-UK-14.bin.1.341_contig_13400	1	45451	67959	FALSE	pel-like				040-UK-14.bin.1.341_contig_13400	Synthase	2	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__JADMJV01	g__JADMJV01	s__	FLASV2484.1428;tax=d:Bacteria,p:WPS-2,c:midas_c_206,o:midas_o_395,f:midas_f_547,g:midas_g_547,s:midas_s_1718;	HQ	040-UK-14.bin.1.341_contig_13400.region001.gbk_region_1	NA
040-UK-14.bin.1.341	040-UK-14.bin.1.341_contig_178027	1	17670	40569	FALSE	pel-like				040-UK-14.bin.1.341_contig_178027	Synthase	2	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__JADMJV01	g__JADMJV01	s__	FLASV2484.1428;tax=d:Bacteria,p:WPS-2,c:midas_c_206,o:midas_o_395,f:midas_f_547,g:midas_g_547,s:midas_s_1718;	HQ	040-UK-14.bin.1.341_contig_178027.region001.gbk_region_1	NA
040-UK-14.bin.1.341	040-UK-14.bin.1.341_contig_30951	1	238455	274946	FALSE	putative_wzy_dependent_NO_OPX				040-UK-14.bin.1.341_contig_30951	Uncharacterised	1	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__JADMJV01	g__JADMJV01	s__	FLASV2484.1428;tax=d:Bacteria,p:WPS-2,c:midas_c_206,o:midas_o_395,f:midas_f_547,g:midas_g_547,s:midas_s_1718;	HQ	040-UK-14.bin.1.341_contig_30951.region001.gbk_region_1	NA
019-HK-04.bin.1.173	019-HK-04.bin.1.173_contig_1467	1	96774	142078	FALSE	putative_wzy_dependent				019-HK-04.bin.1.173_contig_1467	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__	FLASV15950.1354;tax=d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:Ignavibacteriales,f:PHOS-HE36,g:midas_g_179,s:midas_s_11460;	HQ	019-HK-04.bin.1.173_contig_1467.region001.gbk_region_1	NA
019-HK-04.bin.1.173	019-HK-04.bin.1.173_contig_16053	1	180581	218040	FALSE	putative_wzy_dependent				019-HK-04.bin.1.173_contig_16053	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__	FLASV15950.1354;tax=d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:Ignavibacteriales,f:PHOS-HE36,g:midas_g_179,s:midas_s_11460;	HQ	019-HK-04.bin.1.173_contig_16053.region001.gbk_region_1	NA
019-HK-04.bin.1.173	019-HK-04.bin.1.173_contig_25287	1	0	31110	TRUE	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.173_contig_25287	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__	FLASV15950.1354;tax=d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:Ignavibacteriales,f:PHOS-HE36,g:midas_g_179,s:midas_s_11460;	HQ	019-HK-04.bin.1.173_contig_25287.region001.gbk_region_1	NA
019-HK-04.bin.1.173	019-HK-04.bin.1.173_contig_25287	2	582667	637650	FALSE	putative_wzy_dependent				019-HK-04.bin.1.173_contig_25287	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__	FLASV15950.1354;tax=d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:Ignavibacteriales,f:PHOS-HE36,g:midas_g_179,s:midas_s_11460;	HQ	019-HK-04.bin.1.173_contig_25287.region002.gbk_region_1	NA
058-AR-20.bin.3.112	058-AR-20.bin.3.112_contig_16379	1	302343	362012	FALSE	putative_wzy_dependent				058-AR-20.bin.3.112_contig_16379	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV6152.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	058-AR-20.bin.3.112_contig_16379.region001.gbk_region_1	NA
058-AR-20.bin.3.112	058-AR-20.bin.3.112_contig_53257	1	400494	450799	FALSE	putative_ABC_or_wzy_dependent				058-AR-20.bin.3.112_contig_53257	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV6152.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	058-AR-20.bin.3.112_contig_53257.region001.gbk_region_1	NA
058-AR-20.bin.3.112	058-AR-20.bin.3.112_contig_69355	1	114522	162018	FALSE	putative_wzy_dependent				058-AR-20.bin.3.112_contig_69355	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV6152.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	058-AR-20.bin.3.112_contig_69355.region001.gbk_region_1	NA
058-AR-20.bin.3.112	058-AR-20.bin.3.112_contig_69355	2	490625	607322	FALSE	zooglan				058-AR-20.bin.3.112_contig_69355	Wzx/Wzy	3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV6152.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	058-AR-20.bin.3.112_contig_69355.region002.gbk_region_1	NA
058-AR-20.bin.3.112	058-AR-20.bin.3.112_contig_92808	1	110794	175255	FALSE	putative_wzy_dependent				058-AR-20.bin.3.112_contig_92808	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__	FLASV6152.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_81,s:midas_s_202;	HQ	058-AR-20.bin.3.112_contig_92808.region001.gbk_region_1	NA
048-UY-15.bin.1.315	048-UY-15.bin.1.315_contig_3819	1	299459	328570	FALSE	putative_wzy_dependent				048-UY-15.bin.1.315_contig_3819	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__	s__	FLASV1883.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:midas_g_1057,s:midas_s_1883;	HQ	048-UY-15.bin.1.315_contig_3819.region001.gbk_region_1	NA
083-NL-13.bin.1.240	083-NL-13.bin.1.240_contig_38263	1	384606	434871	TRUE	putative_ABC_dependent_NO_OPX				083-NL-13.bin.1.240_contig_38263	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1179	s__UBA1179 sp002340405	FLASV1138.1440;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Bacteroidales_UCG-001,g:midas_g_1138,s:midas_s_1138;	HQ	083-NL-13.bin.1.240_contig_38263.region001.gbk_region_1	NA
083-NL-13.bin.1.240	083-NL-13.bin.1.240_contig_47248	1	36365	88801	FALSE	putative_wzy_dependent				083-NL-13.bin.1.240_contig_47248	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1179	s__UBA1179 sp002340405	FLASV1138.1440;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Bacteroidales_UCG-001,g:midas_g_1138,s:midas_s_1138;	HQ	083-NL-13.bin.1.240_contig_47248.region001.gbk_region_1	NA
065-CA-03.bin.1.109	065-CA-03.bin.1.109_contig_2460	1	220363	263804	FALSE	putative_wzy_dependent_NO_OPX				065-CA-03.bin.1.109_contig_2460	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__UBA11320	g__UBA11320	s__	FLASV28842.1377;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:midas_g_28842,s:midas_s_28842;	HQ	065-CA-03.bin.1.109_contig_2460.region001.gbk_region_1	NA
031-CZ-17.bin.1.507	031-CZ-17.bin.1.507_contig_22820	1	283172	340454	FALSE	putative_wzy_dependent_NO_OPX				031-CZ-17.bin.1.507_contig_22820	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	FLASV8517.1450;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_psychrotolerans;	HQ	031-CZ-17.bin.1.507_contig_22820.region001.gbk_region_1	NA
071-HK-01.bin.1.168	071-HK-01.bin.1.168_contig_17606	1	388194	471093	FALSE	putative_ABC_dependent_NO_OPX				071-HK-01.bin.1.168_contig_17606	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Microtrichaceae	g__JAMLGM01	s__JAMLGM01 sp023957975	FLASV10988.1342;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_10988,s:midas_s_10988;	HQ	071-HK-01.bin.1.168_contig_17606.region001.gbk_region_1	NA
071-HK-01.bin.1.168	071-HK-01.bin.1.168_contig_17606	2	726352	770572	FALSE	putative_wzy_dependent_NO_OPX				071-HK-01.bin.1.168_contig_17606	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Microtrichaceae	g__JAMLGM01	s__JAMLGM01 sp023957975	FLASV10988.1342;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_10988,s:midas_s_10988;	HQ	071-HK-01.bin.1.168_contig_17606.region002.gbk_region_1	NA
