# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	alginate-like	alpha-glucansucrase	cellulose-gram-positive-like	cellulose-like	curdlan-like	fructansucrase	galactoglucan	generic-cellulose	lactobacillus_eps	pel	pel-like	pel-positive	psl	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	type-1-cellulose	type-2-cellulose	type-3-cellulose	zooglan	hybrid	description
035-MX-06.bin.1.543.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	035-MX-06.bin.1.543_contig_23456 [4 total records]
021-CZ-11.bin.1.441.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	021-CZ-11.bin.1.441_contig_205835 [4 total records]
014-ES-23.bin.1.416.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	014-ES-23.bin.1.416_contig_11726 [10 total records]
086-SA-02.bin.1.24.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	086-SA-02.bin.1.24_contig_16782 [2 total records]
088-SA-05.bin.c.18.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	088-SA-05.bin.c.18_contig_3760 [1 total record]
042-US1-105.bin.1.255.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	042-US1-105.bin.1.255_contig_125390 [8 total records]
040-UK-14.bin.1.130.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	040-UK-14.bin.1.130_contig_145982 [9 total records]
048-UY-15.bin.c.27.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	048-UY-15.bin.c.27_contig_21626 [1 total record]
003-CA-05.bin.1.10.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	003-CA-05.bin.1.10_contig_12388 [7 total records]
012-PT-06.bin.1.379.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	012-PT-06.bin.1.379_contig_117742 [9 total records]
040-UK-14.bin.1.455.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	040-UK-14.bin.1.455_contig_10212 [7 total records]
054-AR-04.bin.1.29.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	054-AR-04.bin.1.29_contig_11295 [12 total records]
083-NL-13.bin.1.731.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	083-NL-13.bin.1.731_contig_13070 [2 total records]
035-MX-06.bin.1.483.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	035-MX-06.bin.1.483_contig_10178 [4 total records]
026-AT-03.bin.1.816.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	026-AT-03.bin.1.816_contig_13923 [9 total records]
027-AU-18.bin.1.109.fa	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	027-AU-18.bin.1.109_contig_12428 [4 total records]
055-AR-06.bin.1.477.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	055-AR-06.bin.1.477_contig_12143 [24 total records]
096-US2-26.bin.2.103.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	096-US2-26.bin.2.103_contig_11258 [21 total records]
073-IL-01.bin.1.703.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	073-IL-01.bin.1.703_contig_100345 [59 total records]
031-CZ-17.bin.c.12.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	031-CZ-17.bin.c.12_contig_2538 [1 total record]
065-CA-03.bin.1.115.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	065-CA-03.bin.1.115_contig_113820 [15 total records]
094-US2-01.bin.1.803.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	094-US2-01.bin.1.803_contig_115754 [6 total records]
086-SA-02.bin.1.229.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	086-SA-02.bin.1.229_contig_13610 [6 total records]
065-CA-03.bin.1.333.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	065-CA-03.bin.1.333_contig_1013 [15 total records]
004-NL-18.bin.1.675.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	004-NL-18.bin.1.675_contig_127560 [2 total records]
007-SA-08.bin.1.400.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	007-SA-08.bin.1.400_contig_109421 [19 total records]
027-AU-18.bin.1.62.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	027-AU-18.bin.1.62_contig_13105 [5 total records]
007-SA-08.bin.1.404.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.1.404_contig_10995 [8 total records]
091-US1-126.bin.1.48.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	091-US1-126.bin.1.48_contig_101192 [10 total records]
073-IL-01.bin.3.384.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	073-IL-01.bin.3.384_contig_42229 [1 total record]
071-HK-01.bin.1.153.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	071-HK-01.bin.1.153_contig_100821 [33 total records]
019-HK-04.bin.c.23.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019-HK-04.bin.c.23_contig_1703 [1 total record]
002-MX-07.bin.2.396.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	002-MX-07.bin.2.396_contig_11073 [25 total records]
093-US1-47.bin.1.282.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.1.282_contig_113452 [9 total records]
099-UY-16.bin.1.219.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	099-UY-16.bin.1.219_contig_14250 [17 total records]
071-HK-01.bin.1.22.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	071-HK-01.bin.1.22_contig_131105 [2 total records]
078-MX-10.bin.1.1.fa	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	078-MX-10.bin.1.1_contig_30610 [2 total records]
078-MX-10.bin.1.239.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	078-MX-10.bin.1.239_contig_24281 [10 total records]
075-IN-06.bin.c.4.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	075-IN-06.bin.c.4_contig_2742 [1 total record]
028-AU-34.bin.1.126.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	028-AU-34.bin.1.126_contig_105391 [5 total records]
033-IN-11.bin.1.253.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	033-IN-11.bin.1.253_contig_159519 [4 total records]
059-AT-02.bin.2.279.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	059-AT-02.bin.2.279_contig_16726 [12 total records]
037-NO2-03.bin.1.161.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	037-NO2-03.bin.1.161_contig_109199 [9 total records]
036-NL-06.bin.2.165.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	036-NL-06.bin.2.165_contig_106800 [38 total records]
032-ES-07.bin.1.392.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	032-ES-07.bin.1.392_contig_100296 [16 total records]
095-US2-13.bin.1.181.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.181_contig_160542 [11 total records]
028-AU-34.bin.2.67.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	028-AU-34.bin.2.67_contig_105240 [16 total records]
029-CA-06.bin.1.248.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	029-CA-06.bin.1.248_contig_11573 [16 total records]
096-US2-26.bin.1.95.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	096-US2-26.bin.1.95_contig_13864 [4 total records]
072-HK-05.bin.1.343.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	072-HK-05.bin.1.343_contig_1216 [6 total records]
046-US2-03.bin.1.450.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	046-US2-03.bin.1.450_contig_12186 [15 total records]
004-NL-18.bin.1.700.fa	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	004-NL-18.bin.1.700_contig_10269 [16 total records]
029-CA-06.bin.1.85.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	029-CA-06.bin.1.85_contig_13143 [25 total records]
089-SG-01.bin.1.251.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	089-SG-01.bin.1.251_contig_3655 [1 total record]
011-CY-01.bin.1.232.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	011-CY-01.bin.1.232_contig_13938 [4 total records]
038-SE-10.bin.1.421.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	038-SE-10.bin.1.421_contig_155463 [5 total records]
086-SA-02.bin.1.18.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	086-SA-02.bin.1.18_contig_7872 [2 total records]
071-HK-01.bin.1.159.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	071-HK-01.bin.1.159_contig_127391 [7 total records]
003-CA-05.bin.1.470.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	003-CA-05.bin.1.470_contig_104957 [23 total records]
017-IL-02.bin.1.276.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	017-IL-02.bin.1.276_contig_115421 [6 total records]
020-NO1-03.bin.1.503.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	020-NO1-03.bin.1.503_contig_100664 [13 total records]
007-SA-08.bin.1.240.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	007-SA-08.bin.1.240_contig_110055 [20 total records]
006-MY-06.bin.1.192.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	006-MY-06.bin.1.192_contig_20879 [3 total records]
004-NL-18.bin.1.296.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	004-NL-18.bin.1.296_contig_102684 [11 total records]
033-IN-11.bin.1.360.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	033-IN-11.bin.1.360_contig_36783 [7 total records]
095-US2-13.bin.1.133.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.133_contig_5941 [2 total records]
013-IT-11.bin.1.5.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	013-IT-11.bin.1.5_contig_109467 [22 total records]
076-IN-18.bin.2.254.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	076-IN-18.bin.2.254_contig_10664 [20 total records]
006-MY-06.bin.1.76.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	006-MY-06.bin.1.76_contig_230800 [2 total records]
026-AT-03.bin.1.159.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	026-AT-03.bin.1.159_contig_1808 [1 total record]
095-US2-13.bin.1.79.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	095-US2-13.bin.1.79_contig_51470 [3 total records]
017-IL-02.bin.1.304.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	017-IL-02.bin.1.304_contig_10227 [15 total records]
043-US1-27.bin.1.149.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	043-US1-27.bin.1.149_contig_10440 [7 total records]
077-MX-09.bin.1.214.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	077-MX-09.bin.1.214_contig_102173 [17 total records]
020-NO1-03.bin.1.517.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	020-NO1-03.bin.1.517_contig_125041 [15 total records]
017-IL-02.bin.1.264.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	017-IL-02.bin.1.264_contig_114667 [4 total records]
035-MX-06.bin.1.277.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	035-MX-06.bin.1.277_contig_100680 [26 total records]
059-AT-02.bin.1.482.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	059-AT-02.bin.1.482_contig_15833 [6 total records]
003-CA-05.bin.1.408.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	003-CA-05.bin.1.408_contig_116507 [8 total records]
092-US1-44.bin.1.96.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	092-US1-44.bin.1.96_contig_125 [23 total records]
087-SA-04.bin.2.30.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	087-SA-04.bin.2.30_contig_100429 [42 total records]
086-SA-02.bin.1.73.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	086-SA-02.bin.1.73_contig_10816 [15 total records]
071-HK-01.bin.1.20.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	071-HK-01.bin.1.20_contig_14206 [1 total record]
007-SA-08.bin.1.724.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	007-SA-08.bin.1.724_contig_113021 [12 total records]
055-AR-06.bin.1.162.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	055-AR-06.bin.1.162_contig_186848 [5 total records]
021-CZ-11.bin.1.225.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	021-CZ-11.bin.1.225_contig_182139 [3 total records]
054-AR-04.bin.1.241.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	054-AR-04.bin.1.241_contig_1045 [3 total records]
027-AU-18.bin.2.201.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	027-AU-18.bin.2.201_contig_1058 [11 total records]
097-US2-29.bin.2.86.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	097-US2-29.bin.2.86_contig_100186 [18 total records]
072-HK-05.bin.1.127.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	072-HK-05.bin.1.127_contig_115413 [15 total records]
021-CZ-11.bin.1.355.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	021-CZ-11.bin.1.355_contig_198132 [6 total records]
061-AU-11.bin.c.19.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	061-AU-11.bin.c.19_contig_54798 [1 total record]
032-ES-07.bin.1.116.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	032-ES-07.bin.1.116_contig_100184 [9 total records]
054-AR-04.bin.2.177.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	054-AR-04.bin.2.177_contig_10522 [11 total records]
015-DE-14.bin.1.526.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	015-DE-14.bin.1.526_contig_113112 [14 total records]
058-AR-20.bin.2.86.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	058-AR-20.bin.2.86_contig_14782 [5 total records]
098-UY-13.bin.1.587.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	098-UY-13.bin.1.587_contig_126792 [12 total records]
097-US2-29.bin.1.75.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	097-US2-29.bin.1.75_contig_39401 [2 total records]
061-AU-11.bin.c.4.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	061-AU-11.bin.c.4_contig_20614 [1 total record]
027-AU-18.bin.1.158.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	027-AU-18.bin.1.158_contig_11482 [14 total records]
063-AU-32.bin.1.720.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	063-AU-32.bin.1.720_contig_13563 [5 total records]
003-CA-05.bin.2.78.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	003-CA-05.bin.2.78_contig_124435 [19 total records]
046-US2-03.bin.1.255.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	046-US2-03.bin.1.255_contig_105515 [27 total records]
067-CH-23.bin.2.372.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	067-CH-23.bin.2.372_contig_13116 [17 total records]
086-SA-02.bin.1.34.fa	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	086-SA-02.bin.1.34_contig_4993 [2 total records]
023-IN-14.bin.1.31.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	023-IN-14.bin.1.31_contig_1423 [3 total records]
090-US1-124.bin.1.747.fa	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.1.747_contig_107332 [18 total records]
089-SG-01.bin.1.699.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	089-SG-01.bin.1.699_contig_107303 [37 total records]
086-SA-02.bin.1.245.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	086-SA-02.bin.1.245_contig_11245 [16 total records]
065-CA-03.bin.1.552.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	065-CA-03.bin.1.552_contig_113027 [10 total records]
033-IN-11.bin.1.19.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	033-IN-11.bin.1.19_contig_148698 [5 total records]
076-IN-18.bin.1.622.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	076-IN-18.bin.1.622_contig_16406 [5 total records]
071-HK-01.bin.1.31.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	071-HK-01.bin.1.31_contig_13188 [5 total records]
054-AR-04.bin.c.8.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	054-AR-04.bin.c.8_contig_4629 [1 total record]
078-MX-10.bin.2.159.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	078-MX-10.bin.2.159_contig_16105 [17 total records]
083-NL-13.bin.1.164.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	083-NL-13.bin.1.164_contig_110007 [9 total records]
015-DE-14.bin.2.151.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	015-DE-14.bin.2.151_contig_104767 [27 total records]
093-US1-47.bin.1.96.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.1.96_contig_105302 [25 total records]
026-AT-03.bin.1.302.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	026-AT-03.bin.1.302_contig_120452 [14 total records]
078-MX-10.bin.1.128.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	078-MX-10.bin.1.128_contig_14673 [5 total records]
077-MX-09.bin.1.72.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	077-MX-09.bin.1.72_contig_51235 [3 total records]
088-SA-05.bin.1.422.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	088-SA-05.bin.1.422_contig_13414 [6 total records]
089-SG-01.bin.1.492.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	089-SG-01.bin.1.492_contig_138454 [39 total records]
060-AU-05.bin.c.34.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	060-AU-05.bin.c.34_contig_3106 [1 total record]
093-US1-47.bin.1.532.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	093-US1-47.bin.1.532_contig_10896 [10 total records]
042-US1-105.bin.1.59.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	042-US1-105.bin.1.59_contig_13117 [5 total records]
009-AU-01.bin.1.401.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	009-AU-01.bin.1.401_contig_53725 [3 total records]
088-SA-05.bin.1.107.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	088-SA-05.bin.1.107_contig_20124 [5 total records]
017-IL-02.bin.1.190.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	017-IL-02.bin.1.190_contig_109503 [16 total records]
059-AT-02.bin.2.350.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	059-AT-02.bin.2.350_contig_15513 [44 total records]
073-IL-01.bin.1.41.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	073-IL-01.bin.1.41_contig_39231 [5 total records]
035-MX-06.bin.1.269.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	035-MX-06.bin.1.269_contig_107130 [18 total records]
007-SA-08.bin.c.14.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.c.14_contig_12382 [1 total record]
014-ES-23.bin.1.102.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	014-ES-23.bin.1.102_contig_11206 [9 total records]
088-SA-05.bin.1.15.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	088-SA-05.bin.1.15_contig_5748 [1 total record]
048-UY-15.bin.1.193.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	048-UY-15.bin.1.193_contig_109485 [8 total records]
072-HK-05.bin.1.186.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	072-HK-05.bin.1.186_contig_140464 [9 total records]
007-SA-08.bin.1.392.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	007-SA-08.bin.1.392_contig_113494 [7 total records]
089-SG-01.bin.1.760.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	089-SG-01.bin.1.760_contig_12565 [4 total records]
