# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_003050705.1_ASM305070v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_QAOG01000001.1 Sphingomonas aurantiaca strain MA101b Ga0191660_101, whole genome shotgun sequence [13 total records]
GCF_003171715.1_ASM317171v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_QGHL01000007.1 Novosphingobium meiothermophilum strain SYSU G00007 SYSU_G00007_Contig1, whole genome shotgun sequence [19 total records]
GCF_037996805.1_ASM3799680v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBBNAX010000001.1 Erythrobacter alti strain NBRC 111903 contig_01, whole genome shotgun sequence [10 total records]
GCF_021227995.1_ASM2122799v1_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_CP089301.1 Novosphingobium kaempferiae strain Sx8-5 chromosome, complete genome [1 total record]
GCF_021502585.1_ASM2150258v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAKFGM010000001.1 Sphingomonas cremea strain G124 1, whole genome shotgun sequence [8 total records]
GCF_011927725.1_ASM1192772v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JAATJC010000001.1 Sphingomonas kaistensis strain DSM 16846 Ga0373220_01, whole genome shotgun sequence [1 total record]
GCF_001046635.1_N.barLL02_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_KQ130452.1 Novosphingobium barchaimii LL02 25411_scaffold_01, whole genome shotgun sequence [19 total records]
GCF_014199635.1_ASM1419963v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACHOA010000001.1 Novosphingobium taihuense strain DSM 17507 Ga0373318_01, whole genome shotgun sequence [19 total records]
GCF_025154015.1_ASM2515401v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAOAMV010000010.1 Tsuneonella litorea strain YG55 NODE_10_length_22799_cov_284.553516, whole genome shotgun sequence [26 total records]
GCF_002355855.1_ASM235585v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_AP017655.1 Sphingobium cloacae strain JCM 10874 chromosome SCLO_1, complete sequence [7 total records]
GCF_026013525.1_ASM2601352v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAPDRA010000001.1 Sphingomonas canadensis strain FWC47 FWC47_scaffold1, whole genome shotgun sequence [27 total records]
GCF_016743815.1_ASM1674381v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP061035.1 Sphingomonas aliaeris strain DH-S5 chromosome, complete genome [3 total records]
GCF_001661915.1_ASM166191v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NZ_LYWY01000010.1 Croceicoccus pelagius strain Ery9 Ery9_C10_4733, whole genome shotgun sequence [40 total records]
GCF_023051225.1_ASM2305122v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JALKHS010000001.1 Sphingobium agri strain MAH-33 platanus_K_25_97_1, whole genome shotgun sequence [27 total records]
GCF_026157155.1_ASM2615715v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JANPVO010000001.1 Sphingomicrobium astaxanthinifaciens strain JCM 18551 NODE_1_length_1125872_cov_336.249378, whole genome shotgun sequence [3 total records]
GCF_042680825.1_ASM4268082v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	NZ_JBHUEL010000001.1 Sphingorhabdus buctiana strain CGMCC 1.12929 platanus_K_25_97_1, whole genome shotgun sequence [17 total records]
GCF_018398395.1_ASM1839839v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAHCBF010000010.1 Croceicoccus gelatinilyticus strain 1NDH52 NODE_10_length_68790_cov_169.980033, whole genome shotgun sequence [43 total records]
GCF_037154015.1_ASM3715401v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRL010000001.1 Altererythrobacter aquiaggeris strain KCTC 52471 NODE_1_length_2626838_cov_283.942834, whole genome shotgun sequence [2 total records]
GCF_003583725.1_ASM358372v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_QXTF01000001.1 Sphingomonas edaphi strain DAC4 contig1, whole genome shotgun sequence [5 total records]
GCF_011761945.1_ASM1176194v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAASQV010000001.1 Sphingomonas leidyi strain DSM 4733 Ga0373306_01, whole genome shotgun sequence [10 total records]
GCF_009828115.1_ASM982811v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_WTYL01000001.1 Allopontixanthobacter sediminis strain KCTC 42453 NODE_1_length_1194408, whole genome shotgun sequence [6 total records]
GCF_001281485.1_ASM128148v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP012669.1 Altererythrobacter epoxidivorans strain CGMCC 1.7731 chromosome, complete genome [1 total record]
GCF_009827655.1_ASM982765v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_WTYV01000010.1 Alteraurantiacibacter buctensis strain M0322 NODE_10_length_59022, whole genome shotgun sequence [22 total records]
GCF_003050615.1_ASM305061v1_genomic.fna	6	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	NZ_NWBU01000013.1 Sphingomonas oleivorans strain FW-11 C101, whole genome shotgun sequence [19 total records]
GCF_022014495.1_ASM2201449v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JAKLSQ010000001.1 Sandaracinobacteroides sayramensis strain RS1-74 soapdenovo_K_61_1, whole genome shotgun sequence [39 total records]
GCF_001625325.1_ASM162532v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JRQQ01000001.1 Croceicoccus estronivorus strain MH-B5 contig1, whole genome shotgun sequence [22 total records]
GCF_016025255.1_ASM1602525v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP065592.1 Sphingosinicella flava strain UDD2 chromosome [1 total record]
GCF_011320115.1_ASM1132011v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JAANOZ010000001.1 Altererythrobacter segetis strain YJ20 1, whole genome shotgun sequence [34 total records]
GCF_018491765.1_ASM1849176v1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	NZ_JABWCU010000001.1 Novosphingobium profundi strain F72 NODE_1, whole genome shotgun sequence [70 total records]
GCF_043589935.1_ASM4358993v1_genomic.fna	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	NZ_CP171454.1 Sphingobium naphthae strain RL-ZY01 chromosome, complete genome [7 total records]
GCF_001591025.1_ASM159102v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_BCTZ01000001.1 Sphingomonas soli NBRC 100801, whole genome shotgun sequence [34 total records]
GCF_014204535.1_ASM1420453v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	NZ_JACHLR010000001.1 Novosphingobium chloroacetimidivorans strain S00245 Ga0436340_01, whole genome shotgun sequence [88 total records]
GCF_037154085.1_ASM3715408v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRM010000001.1 Altererythrobacter fulvus strain KACC 19119 NODE_1_length_1200119_cov_259.731839, whole genome shotgun sequence [11 total records]
GCF_037154195.1_ASM3715419v1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	NZ_JBANFM010000001.1 Sphingobium aromaticivastans strain DSM 105181 NODE_1_length_376662_cov_127.836133, whole genome shotgun sequence [90 total records]
GCF_019711315.1_ASM1971131v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP081294.1 Qipengyuania gelatinilytica strain 1NDH1 chromosome [1 total record]
GCF_008274695.1_ASM827469v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	NZ_VTOU01000001.1 Sphingomonas montanisoli strain ZX XEX_1, whole genome shotgun sequence [15 total records]
GCF_001663175.1_ASM166317v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP016033.1 Erythrobacter neustonensis strain DSM 9434 chromosome, complete genome [1 total record]
GCF_001598575.1_ASM159857v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_BCZF01000001.1 Novosphingobium subterraneum NBRC 16086, whole genome shotgun sequence [107 total records]
GCF_013778325.1_ASM1377832v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACEIB010000001.1 Sphingomonas chungangi strain CGMCC 1.13654 soapdenovo_K_83_1, whole genome shotgun sequence [22 total records]
GCF_037572715.1_ASM3757271v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBBHJY010000001.1 Novosphingobium aquae strain AS3R-12 1, whole genome shotgun sequence [29 total records]
GCF_018122655.1_ASM1812265v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAGRQC010000001.1 Stakelama marina strain LXI357 1, whole genome shotgun sequence [12 total records]
GCF_035930445.1_ASM3593044v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP142394.1 Sphingopyxis chilensis strain S37 chromosome, complete genome [1 total record]
GCF_003129465.1_ASM312946v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QFFF01000001.1 Sphingosinicella humi strain QZX222 contig1, whole genome shotgun sequence [3 total records]
GCF_001028705.1_ASM102870v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP011770.1 Croceicoccus naphthovorans strain PQ-2 chromosome, complete genome [3 total records]
GCF_046000505.1_ASM4600050v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_JBELQC010000001.1 Sphingomonas sp. ST-64 NODE_1_length_2571106_cov_301.415687, whole genome shotgun sequence [4 total records]
GCF_020179425.1_ASM2017942v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JAILYM010000010.1 Novosphingobium percolationis strain c1 NODE_10_length_97344_cov_67.932306_10, whole genome shotgun sequence [25 total records]
GCF_000764535.1_ASM76453v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP009571.1 Sphingomonas taxi strain ATCC 55669 chromosome, complete genome [3 total records]
GCF_018286635.1_ASM1828663v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_CP073910.1 Sphingobium phenoxybenzoativorans strain Tas13 chromosome, complete genome [1 total record]
GCF_000447205.1_ABySS_v1.3.3_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_AUWY01000001.1 Sphingobium ummariense RL-3 contig001, whole genome shotgun sequence [130 total records]
GCF_039522915.1_ASM3952291v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BAAAEH010000001.1 Sphingomonas oligophenolica strain JCM 12082 sequence01, whole genome shotgun sequence [70 total records]
GCF_947494915.1_3-2146-J.fasta_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CANLWR010000001.1 Pontixanthobacter luteolus isolate 3-2146-J.fasta NODE_1, whole genome shotgun sequence [4 total records]
GCF_005144965.1_ASM514496v1_genomic.fna	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	NZ_CP039704.1 Hankyongella ginsenosidimutans strain W1-2-3 chromosome, complete genome [1 total record]
GCF_014643415.1_ASM1464341v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BMJK01000001.1 Aurantiacibacter arachoides strain CGMCC 1.15507 sequence1, whole genome shotgun sequence [2 total records]
GCF_001889025.1_ASM188902v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP018154.1 Sphingorhabdus lutea strain LPB0140 chromosome, complete genome [1 total record]
GCF_007280415.1_ASM728041v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_VKKU01000001.1 Sphingorhabdus contaminans strain KCTC32445 NODE_1_length_1691790_cov_141.238532, whole genome shotgun sequence [2 total records]
GCF_009827635.1_ASM982763v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_WTYW01000001.1 Parapontixanthobacter aurantiacus strain MCCC 1A09962 NODE_1_length_1686974, whole genome shotgun sequence [7 total records]
GCF_028595285.1_ASM2859528v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAQQXQ010000001.1 Erythrobacter fulvus strain sf7 contig1, whole genome shotgun sequence [20 total records]
GCF_000013325.1_ASM1332v1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	NC_007794.1 Novosphingobium aromaticivorans DSM 12444, complete sequence [3 total records]
GCF_002155425.1_ASM215542v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_MUYG01000002.1 Erythrobacter donghaensis strain DSM 16220 DSM16220_10_5145, whole genome shotgun sequence [11 total records]
GCF_002251755.1_ASM225175v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	NZ_NOXT01000032.1 Sandarakinorhabdus cyanobacteriorum strain TH057 C7377, whole genome shotgun sequence [129 total records]
GCF_002796605.1_ASM279660v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_CP024923.1 Sphingomonas psychrotolerans strain Cra20 chromosome, complete genome [2 total records]
GCF_009827455.1_ASM982745v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_WTYZ01000001.1 Pontixanthobacter aestiaquae strain KCTC 42006 NODE_1_length_2859684_, whole genome shotgun sequence [2 total records]
GCF_014199685.1_ASM1419968v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JACHNZ010000001.1 Sphingosinicella soli strain DSM 17328 Ga0373316_01, whole genome shotgun sequence [95 total records]
GCF_039555325.1_ASM3955532v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP154608.1 Sphingomicrobium maritimum strain XHP0239 chromosome [1 total record]
GCF_008692605.1_ASM869260v1_genomic.fna	8	0	0	1	0	0	0	1	1	0	0	4	0	0	1	0	0	NZ_LFCT01000001.1 Sphingobium estronivorans strain AXB contig1, whole genome shotgun sequence [63 total records]
GCF_007859635.1_ASM785963v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP042306.1 Sphingomonas panacisoli strain HKS19 chromosome, complete genome [1 total record]
GCF_003967075.1_ASM396707v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_AP018664.1 Sphingobium amiense strain DSM 16289 chromosome, complete genome [7 total records]
GCF_039652585.1_ASM3965258v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBDIZK010000001.1 Sphingomonas rustica strain HF-S3 contig1, whole genome shotgun sequence [27 total records]
GCF_003550065.1_ASM355006v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_QXDC01000002.1 Hephaestia caeni strain DSM 25527 Ga0244559_101, whole genome shotgun sequence [10 total records]
GCF_019930585.1_ASM1993058v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NZ_CP082839.1 Sphingomonas nostoxanthinifaciens strain AK-PDB1-5 chromosome, complete genome [1 total record]
GCF_003590775.1_ASM359077v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	NZ_QYUM01000001.1 Sphingomonas cavernae strain K2R01-6 Segkk0, whole genome shotgun sequence [5 total records]
GCF_004208535.1_ASM420853v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_SGIS01000001.1 Sphingomonas populi strain 3-7 Scaffold1, whole genome shotgun sequence [156 total records]
GCF_001598335.1_ASM159833v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_BCYT01000001.1 Sphingobium abikonense NBRC 16140, whole genome shotgun sequence [45 total records]
GCF_014203955.1_ASM1420395v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JACHKA010000001.1 Sphingobium lignivorans strain B1D3A Ga0417167_01, whole genome shotgun sequence [1 total record]
GCF_012516475.1_ASM1251647v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP051217.1 Parasphingorhabdus halotolerans strain JK6 chromosome, complete genome [1 total record]
GCF_037154155.1_ASM3715415v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRN010000001.1 Altererythrobacter lauratis strain Y-8 NODE_1_length_487026_cov_243.845756, whole genome shotgun sequence [32 total records]
GCF_003584015.1_ASM358401v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QXFM01000003.1 Aurantiacibacter xanthus strain CCTCC AB 2015396 10, whole genome shotgun sequence [137 total records]
GCF_003815535.1_ASM381553v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	NZ_RPFZ01000001.1 Aurantiacibacter spongiae strain HN-E23 contig1, whole genome shotgun sequence [2 total records]
GCF_003499275.1_ASM349927v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_QWDF01000001.1 Sphingomonas mesophila strain SYSUP0001 SYSUP0001_Contig1, whole genome shotgun sequence [2 total records]
GCF_018982885.2_ASM1898288v2_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP081848.1 Polymorphobacter megasporae strain PAMC 29362 chromosome, complete genome [3 total records]
GCF_016019885.1_ASM1601988v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JAEANY010000001.1 Aurantiacibacter sediminis strain JGD-13 NODE_1_length_1080203_cov_40.937514, whole genome shotgun sequence [4 total records]
GCF_016427505.1_ASM1642750v1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	NZ_JAELXS010000010.1 Sphingomonas mollis strain BT553 NODE_10_length_111167_cov_55.854829, whole genome shotgun sequence [24 total records]
GCF_002870965.1_ASM287096v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_PHSO01000001.1 Tsuneonella flava strain MS1-4 contig1, whole genome shotgun sequence [17 total records]
GCF_015865035.1_ASM1586503v1_genomic.fna	6	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	NZ_JADZGI010000010.1 Novosphingobium aureum strain YJ-S2-02 NODE_10_length_35585_cov_88.136359, whole genome shotgun sequence [18 total records]
GCF_010450875.1_ASM1045087v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP048422.1 Sphingomonas insulae strain KCTC 12872 chromosome, complete genome [5 total records]
GCF_009768975.1_ASM976897v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	NZ_CP035733.1 Sphingorhabdus lacus strain IMCC1753 chromosome [1 total record]
GCF_014640675.1_ASM1464067v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	NZ_BMHK01000001.1 Novosphingobium endophyticum strain CGMCC 1.15095 sequence001, whole genome shotgun sequence [96 total records]
GCF_011762085.1_ASM1176208v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAASQP010000001.1 Sphingomonas japonica strain DSM 22753 Ga0373327_01, whole genome shotgun sequence [1 total record]
GCF_038148795.1_ASM3814879v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JBAPEU010000001.1 Sphingomonas agri strain LMG 29563 NODE_1_length_1341431_cov_228.627709, whole genome shotgun sequence [4 total records]
GCF_004135605.1_ASM413560v1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	NZ_SDPT01000001.1 Sphingomonas desiccabilis strain CP1D NODE_1_length_1757769_cov_65.773517, whole genome shotgun sequence [5 total records]
GCF_003034225.1_ASM303422v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_PHHF01000055.1 Sphingomonas fennica strain K101 C385, whole genome shotgun sequence [89 total records]
GCF_013260645.1_ASM1326064v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP053921.1 Erythrobacter mangrovi strain EB310 chromosome, complete genome [1 total record]
GCF_039536725.1_ASM3953672v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BAAAZD010000001.1 Sphingomonas humi strain JCM 16603 sequence1, whole genome shotgun sequence [3 total records]
GCF_029623755.1_ASM2962375v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP121106.1 Altererythrobacter arenosus strain CAU 1644 chromosome [1 total record]
GCF_900182875.1_IMG-taxon_2706794921_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_FXUI01000001.1 Novosphingobium panipatense strain SM16 Ga0138999_101, whole genome shotgun sequence [63 total records]
GCF_039537815.1_ASM3953781v1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	NZ_BAABBF010000001.1 Sphingomonas cynarae strain JCM 17498 sequence01, whole genome shotgun sequence [23 total records]
GCF_007995065.1_ASM799506v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VOQR01000001.1 Sphingomonas ginsenosidivorax strain KHI67, whole genome shotgun sequence [2 total records]
GCF_009827295.1_ASM982729v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WTYD01000001.1 Qipengyuania pelagi strain JCM 17468 JCM17468_1, whole genome shotgun sequence [9 total records]
GCF_000429005.1_ASM42900v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	NZ_AUBA01000001.1 Novosphingobium acidiphilum DSM 19966 G404DRAFT_scaffold00001.1_C, whole genome shotgun sequence [54 total records]
GCF_009755805.1_ASM975580v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WRPJ01000024.1 Sphingomonas prati strain W18RD NODE_1047_length_1647_cov_213.85321_cov_213.853211, whole genome shotgun sequence [29 total records]
GCF_042678385.1_ASM4267838v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JBHUDY010000001.1 Sphingomonas tabacisoli strain CGMCC 1.16275 soapdenovo_K_61_1, whole genome shotgun sequence [4 total records]
GCF_023935825.1_ASM2393582v1_genomic.fna	5	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	NZ_CP098762.1 Sphingomonas aerolata strain PDD-32b-11 chromosome, complete genome [4 total records]
GCF_900110035.1_IMG-taxon_2654588200_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_FOCF01000020.1 Sphingomonas gellani strain S6-262, whole genome shotgun sequence [20 total records]
GCF_030271515.1_ASM3027151v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_JASCXI010000001.1 Erythrobacter oryzae strain COR-2 COR-2.00001, whole genome shotgun sequence [7 total records]
GCF_012979275.1_ASM1297927v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JABASZ010000002.1 Pseudopontixanthobacter vadosimaris strain JL3514 NODE_10_length_97824_cov_115.452_ID_19, whole genome shotgun sequence [39 total records]
GCF_000412635.1_Sphingobium_sp._strain_YL23_genomic.fna	6	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	NZ_ASTG01000001.1 Sphingobium bisphenolivorans strain YL23 contig001, whole genome shotgun sequence [56 total records]
GCF_019204045.1_ASM1920404v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAGSPC010000001.1 Erythrobacter crassostrea strain WH158 1, whole genome shotgun sequence [6 total records]
GCF_019880555.1_ASM1988055v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	NZ_JAINVU010000010.1 Hephaestia mangrovi strain CMS5P-6 Scaffold10_1, whole genome shotgun sequence [22 total records]
GCF_045291475.1_ASM4529147v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP147985.1 Parerythrobacter aurantius strain 1C24 chromosome [1 total record]
GCF_013378075.1_ASM1337807v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_CP051131.1 Parasphingopyxis algicola strain JCM 31719 chromosome, complete genome [1 total record]
GCF_014636175.1_ASM1463617v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BMDW01000001.1 Sphingomonas psychrolutea strain CGMCC 1.10106 sequence01, whole genome shotgun sequence [52 total records]
GCF_001598415.1_ASM159841v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_BCYX01000001.1 Sphingomonas mali NBRC 15500, whole genome shotgun sequence [104 total records]
GCF_000715015.1_Ery_DSM_6997_v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JMIW01000001.1 Erythrobacter longus strain DSM 6997 contig1, whole genome shotgun sequence [14 total records]
GCF_019880585.1_ASM1988058v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	NZ_JAINVV010000015.1 Sphingomonas colocasiae strain JCM 31229 Scaffold10_1, whole genome shotgun sequence [23 total records]
GCF_001590985.1_ASM159098v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	NZ_BCTX01000001.1 Novosphingobium naphthalenivorans NBRC 102051, whole genome shotgun sequence [208 total records]
GCF_002374835.1_ASM237483v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NZ_NWVD01000001.1 Sphingomonas ginsenosidimutans strain KACC 14949 contig1, whole genome shotgun sequence [49 total records]
