MAG	MiDAS4_tax	MiDAS_core_species	Exopolysaccharide	Query	Function	Target_CDS	Percent_id
Hade_18-Q3-R52-61_MAXAC.028	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Hade_18-Q3-R52-61_MAXAC.028_01553	22.449
Hade_18-Q3-R52-61_MAXAC.028	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Hade_18-Q3-R52-61_MAXAC.028_01555	22.124
Hade_18-Q3-R52-61_MAXAC.028	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsK	Export	Hade_18-Q3-R52-61_MAXAC.028_01558	23.404
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelA	Hydrolase	Hade_18-Q3-R52-61_MAXAC.304_01343	38.578
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelB	Export	Hade_18-Q3-R52-61_MAXAC.304_01344	20.728
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelC	Export	Hade_18-Q3-R52-61_MAXAC.304_01345	42.604
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelD	Regulatory	Hade_18-Q3-R52-61_MAXAC.304_01346	31.336
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelE	Polymerization	Hade_18-Q3-R52-61_MAXAC.304_01347	29.762
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelF	Synthase	Hade_18-Q3-R52-61_MAXAC.304_01348	53.175
Hade_18-Q3-R52-61_MAXAC.304	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelG	Export	Hade_18-Q3-R52-61_MAXAC.304_01349	54.505
Hade_18-Q3-R52-61_MAXAC.319	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Hade_18-Q3-R52-61_MAXAC.319_02127	24.747
Hade_18-Q3-R52-61_MAXAC.319	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Hade_18-Q3-R52-61_MAXAC.319_02133	20.939
Hirt_18-Q3-R61-65_BAT3C.202	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasA	Synthase	Hirt_18-Q3-R61-65_BAT3C.202_02919	24.823
Hirt_18-Q3-R61-65_BAT3C.202	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Hirt_18-Q3-R61-65_BAT3C.202_02906	20.423
Hirt_18-Q3-R61-65_BAT3C.202	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Hirt_18-Q3-R61-65_BAT3C.202_02912	22.932
Hirt_18-Q3-R61-65_BAT3C.578	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_1838;s:midas_s_5796;	No	Cellulose 1	bcsAI	Synthase	Hirt_18-Q3-R61-65_BAT3C.578_03735	22.535
Hirt_18-Q3-R61-65_BAT3C.578	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_1838;s:midas_s_5796;	No	Cellulose 1	bgl	Hydrolase	Hirt_18-Q3-R61-65_BAT3C.578_03739	21.765
Hirt_18-Q3-R61-65_BATAC.551	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_23133;s:midas_s_33726;	No	Cellulose 1	bcsAI	Synthase	Hirt_18-Q3-R61-65_BATAC.551_02345	22.521
Hirt_18-Q3-R61-65_BATAC.551	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Chitinophagales;f:Saprospiraceae;g:midas_g_23133;s:midas_s_33726;	No	Cellulose 1	bgl	Hydrolase	Hirt_18-Q3-R61-65_BATAC.551_02351	30.144
Hirt_18-Q3-R61-65_MAXAC.245	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Hirt_18-Q3-R61-65_MAXAC.245_01910	24.747
Hirt_18-Q3-R61-65_MAXAC.245	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Hirt_18-Q3-R61-65_MAXAC.245_01916	20.939
Hirt_18-Q3-R61-65_MAXAC.305	d:Bacteria;p:Bdellovibrionota;c:Bdellovibrionia;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:midas_s_8914;	No	Hyaluronic acid (has)	hasA	Synthase	Hirt_18-Q3-R61-65_MAXAC.305_02146	21.481
Hirt_18-Q3-R61-65_MAXAC.305	d:Bacteria;p:Bdellovibrionota;c:Bdellovibrionia;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:midas_s_8914;	No	Hyaluronic acid (has)	hasA	Synthase	Hirt_18-Q3-R61-65_MAXAC.305_02148	27.679
Hirt_18-Q3-R61-65_MAXAC.305	d:Bacteria;p:Bdellovibrionota;c:Bdellovibrionia;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:midas_s_8914;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Hirt_18-Q3-R61-65_MAXAC.305_02154	24.771
Hirt_18-Q3-R61-65_MAXAC.305	d:Bacteria;p:Bdellovibrionota;c:Bdellovibrionia;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:midas_s_8914;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Hirt_18-Q3-R61-65_MAXAC.305_02141	20.158
Hirt_18-Q3-R61-65_MAXAC.305	d:Bacteria;p:Bdellovibrionota;c:Bdellovibrionia;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:midas_s_8914;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Hirt_18-Q3-R61-65_MAXAC.305_02151	23.864
Hjor_18-Q3-R7-51_BAT3C.155	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Beijerinckiaceae;g:midas_g_534;s:midas_s_5291;	No	Cellulose 1	bcsAI	Synthase	Hjor_18-Q3-R7-51_BAT3C.155_01030	32.988
Hjor_18-Q3-R7-51_BAT3C.155	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Beijerinckiaceae;g:midas_g_534;s:midas_s_5291;	No	Cellulose 1	cmc	Hydrolase	Hjor_18-Q3-R7-51_BAT3C.155_01028	37.458
Hjor_18-Q3-R7-51_BAT3C.94	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Intrasporangiaceae;g:Tetrasphaera;s:midas_s_299;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Hjor_18-Q3-R7-51_BAT3C.94_00661	21.267
Hjor_18-Q3-R7-51_BAT3C.94	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Intrasporangiaceae;g:Tetrasphaera;s:midas_s_299;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Hjor_18-Q3-R7-51_BAT3C.94_00662	21.6
Hjor_18-Q3-R7-51_BAT3C.94	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Intrasporangiaceae;g:Tetrasphaera;s:midas_s_299;	CRAT	Hyaluronic acid (has)	hasB	Precursor synthesis	Hjor_18-Q3-R7-51_BAT3C.94_00655	50
Hjor_18-Q3-R7-51_BAT3C.94	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Intrasporangiaceae;g:Tetrasphaera;s:midas_s_299;	CRAT	Hyaluronic acid (has)	hasC	Precursor synthesis	Hjor_18-Q3-R7-51_BAT3C.94_00659	20.225
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelA	Hydrolase	Hjor_18-Q3-R7-51_BATAC.292_01864	35.294
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelB	Export	Hjor_18-Q3-R7-51_BATAC.292_01863	24.619
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelC	Export	Hjor_18-Q3-R7-51_BATAC.292_01862	38.235
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelD	Regulatory	Hjor_18-Q3-R7-51_BATAC.292_01861	31.616
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelE	Polymerization	Hjor_18-Q3-R7-51_BATAC.292_01860	29.316
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelF	Synthase	Hjor_18-Q3-R7-51_BATAC.292_01859	51.277
Hjor_18-Q3-R7-51_BATAC.292	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Lautropia;s:midas_s_135;	General core	Pel	pelG	Export	Hjor_18-Q3-R7-51_BATAC.292_01858	51.648
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelA	Hydrolase	Hjor_18-Q3-R7-51_MAXAC.072_01695	38.47
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelB	Export	Hjor_18-Q3-R7-51_MAXAC.072_01696	20.649
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelC	Export	Hjor_18-Q3-R7-51_MAXAC.072_01697	42.604
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelD	Regulatory	Hjor_18-Q3-R7-51_MAXAC.072_01698	31.567
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelE	Polymerization	Hjor_18-Q3-R7-51_MAXAC.072_01699	29.762
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelF	Synthase	Hjor_18-Q3-R7-51_MAXAC.072_01700	53.36
Hjor_18-Q3-R7-51_MAXAC.072	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelG	Export	Hjor_18-Q3-R7-51_MAXAC.072_01701	54.505
Kalu_18-Q3-R12-55_BAT3C.208	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaA	Export	Kalu_18-Q3-R12-55_BAT3C.208_00283	25.364
Kalu_18-Q3-R12-55_BAT3C.208	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaB	Modification	Kalu_18-Q3-R12-55_BAT3C.208_00282	41.997
Kalu_18-Q3-R12-55_BAT3C.208	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Ectothiorhodospirales;f:Thioalkalispiraceae;g:midas_g_2822;s:midas_s_2822;	No	PNAG_pga	pgaC	Synthase	Kalu_18-Q3-R12-55_BAT3C.208_00281	51.456
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 2	bcsABII-A	Synthase	Kalu_18-Q3-R12-55_BAT3C.261_03037	39.827
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 2	bcsCII	Export	Kalu_18-Q3-R12-55_BAT3C.261_03038	20.63
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 2	bcsABII-A	Synthase	Kalu_18-Q3-R12-55_BAT3C.261_03277	20.938
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 2	bcsCII	Export	Kalu_18-Q3-R12-55_BAT3C.261_03281	21.317
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 1	bcsAI	Synthase	Kalu_18-Q3-R12-55_BAT3C.261_03037	40.404
Kalu_18-Q3-R12-55_BAT3C.261	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Solibacterales;f:Solibacteraceae;g:Ca_Solibacter;	No	Cellulose 1	cmc	Hydrolase	Kalu_18-Q3-R12-55_BAT3C.261_03036	21.474
Kalu_18-Q3-R12-55_BAT3C.361	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:UTCFX1;s:midas_s_9708;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Kalu_18-Q3-R12-55_BAT3C.361_01305	24.571
Kalu_18-Q3-R12-55_BAT3C.361	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:UTCFX1;s:midas_s_9708;	CRAT	Hyaluronic acid (has)	hasB	Precursor synthesis	Kalu_18-Q3-R12-55_BAT3C.361_01316	22.906
Kalu_18-Q3-R12-55_BAT3C.361	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:UTCFX1;s:midas_s_9708;	CRAT	Hyaluronic acid (has)	hasC	Precursor synthesis	Kalu_18-Q3-R12-55_BAT3C.361_01309	25
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelA	Hydrolase	Kalu_18-Q3-R12-55_BATAC.288_02010	32.364
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelB	Export	Kalu_18-Q3-R12-55_BATAC.288_02011	22.956
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelD	Regulatory	Kalu_18-Q3-R12-55_BATAC.288_02012	32.997
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelE	Polymerization	Kalu_18-Q3-R12-55_BATAC.288_02013	31.79
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelF	Synthase	Kalu_18-Q3-R12-55_BATAC.288_02014	52.727
Kalu_18-Q3-R12-55_BATAC.288	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:midas_s_10928;	CRAT	Pel	pelG	Export	Kalu_18-Q3-R12-55_BATAC.288_02015	52.643
Kalu_18-Q3-R12-55_BATAC.81	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cellvibrionales;f:Spongiibacteraceae;g:BD1-7_clade;s:midas_s_263;	Loose core	Hyaluronic acid (has)	hasA	Synthase	Kalu_18-Q3-R12-55_BATAC.81_03756	24.762
Kalu_18-Q3-R12-55_BATAC.81	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cellvibrionales;f:Spongiibacteraceae;g:BD1-7_clade;s:midas_s_263;	Loose core	Hyaluronic acid (has)	hasB	Precursor synthesis	Kalu_18-Q3-R12-55_BATAC.81_03748	27.126
Kalu_18-Q3-R12-55_BATAC.81	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cellvibrionales;f:Spongiibacteraceae;g:BD1-7_clade;s:midas_s_263;	Loose core	Hyaluronic acid (has)	hasB	Precursor synthesis	Kalu_18-Q3-R12-55_BATAC.81_03760	23.28
Kalu_18-Q3-R12-55_BATAC.81	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cellvibrionales;f:Spongiibacteraceae;g:BD1-7_clade;s:midas_s_263;	Loose core	Hyaluronic acid (has)	hasC	Precursor synthesis	Kalu_18-Q3-R12-55_BATAC.81_03753	43.284
Kalu_18-Q3-R12-55_MAXAC.026	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasA	Synthase	Kalu_18-Q3-R12-55_MAXAC.026_02822	22.951
Kalu_18-Q3-R12-55_MAXAC.026	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Kalu_18-Q3-R12-55_MAXAC.026_02829	20.833
Kalu_18-Q3-R12-55_MAXAC.026	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Kalu_18-Q3-R12-55_MAXAC.026_02816	23.881
Lyne_18-Q3-R50-59_BAT3C.1	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasA	Synthase	Lyne_18-Q3-R50-59_BAT3C.1_00344	22.951
Lyne_18-Q3-R50-59_BAT3C.1	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Lyne_18-Q3-R50-59_BAT3C.1_00337	20.833
Lyne_18-Q3-R50-59_BAT3C.1	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:midas_g_59;s:midas_s_353;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Lyne_18-Q3-R50-59_BAT3C.1_00350	23.881
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelB	Export	Lyne_18-Q3-R50-59_BAT3C.546_02876	21.69
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelB	Export	Lyne_18-Q3-R50-59_BAT3C.546_02877	23.166
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelC	Export	Lyne_18-Q3-R50-59_BAT3C.546_02875	39.306
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelD	Regulatory	Lyne_18-Q3-R50-59_BAT3C.546_02874	29.748
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelE	Polymerization	Lyne_18-Q3-R50-59_BAT3C.546_02873	31.212
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelF	Synthase	Lyne_18-Q3-R50-59_BAT3C.546_02872	51.572
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Pel	pelG	Export	Lyne_18-Q3-R50-59_BAT3C.546_02871	52.527
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Hyaluronic acid (has)	hasA	Synthase	Lyne_18-Q3-R50-59_BAT3C.546_01690	20.536
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Lyne_18-Q3-R50-59_BAT3C.546_01697	20.455
Lyne_18-Q3-R50-59_BAT3C.546	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_3170;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Lyne_18-Q3-R50-59_BAT3C.546_01693	24.265
Lyne_18-Q3-R50-59_BATAC.420	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasA	Synthase	Lyne_18-Q3-R50-59_BATAC.420_00019	24.823
Lyne_18-Q3-R50-59_BATAC.420	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Lyne_18-Q3-R50-59_BATAC.420_00006	23.747
Lyne_18-Q3-R50-59_BATAC.420	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:Micrococcales;f:Dermatophilaceae;g:midas_g_724;s:midas_s_724;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Lyne_18-Q3-R50-59_BATAC.420_00012	22.932
Lyne_18-Q3-R50-59_BATAC.68	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Ideonella;s:midas_s_1694;	No	Cellulose 2	bcsABII-A	Synthase	Lyne_18-Q3-R50-59_BATAC.68_02354	21.13
Lyne_18-Q3-R50-59_BATAC.68	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Ideonella;s:midas_s_1694;	No	Cellulose 2	bcsCII	Export	Lyne_18-Q3-R50-59_BATAC.68_02353	20.042
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelA	Hydrolase	Lyne_18-Q3-R50-59_MAXAC.018_03230	34.084
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelB	Export	Lyne_18-Q3-R50-59_MAXAC.018_03231	21.377
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelB	Export	Lyne_18-Q3-R50-59_MAXAC.018_03232	22.176
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelC	Export	Lyne_18-Q3-R50-59_MAXAC.018_03233	42.604
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelD	Regulatory	Lyne_18-Q3-R50-59_MAXAC.018_03234	30.365
