# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_029433115.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JARNTV010000001.1 Sphingomonas sp. AOB5 spades_K_21_77_1, whole genome shotgun sequence [137 total records]
GCF_030140925.1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_JARBWD010000001.1 Parerythrobacter aestuarii strain C18 NODE_1_length_2680612_cov_324.386901, whole genome shotgun sequence [3 total records]
GCF_013336795.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAAFZT010000010.1 Alteripontixanthobacter muriae strain SALINAS58 NODE_10_length_7619_cov_22.846830, whole genome shotgun sequence [37 total records]
GCF_013416555.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JACCFG010000001.1 Sphingomonas sp. R-74633 NODE_1_length_1303056_cov_16.314666, whole genome shotgun sequence [8 total records]
GCF_001557115.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_LSKQ01000001.1 Erythrobacter sp. CCH5-A1 CCH5-A1_contig1, whole genome shotgun sequence [236 total records]
GCF_027625475.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP115174.1 Sphingomonas abietis strain PAMB 00755 chromosome, complete genome [1 total record]
GCF_001713415.1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NZ_CP016456.1 Sphingobium sp. RAC03 chromosome, complete genome [5 total records]
GCF_040547625.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBEPQB010000001.1 Porphyrobacter sp. MBR-155 Ga0505400_01, whole genome shotgun sequence [22 total records]
GCF_027941835.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_CP116005.1 Sphingosinicella microcystinivorans strain DMF-3 chromosome, complete genome [1 total record]
GCA_021794525.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JAJYQP010000032.1 MAG: Proteobacteria bacterium isolate DS4.bin38 NODE_1018_length_37007_cov_2.787880, whole genome shotgun sequence [112 total records]
GCF_014643515.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BMJP01000001.1 Sphingomonas prati strain CGMCC 1.15645 sequence01, whole genome shotgun sequence [22 total records]
GCF_001590965.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_BCTW01000001.1 Novosphingobium lentum NBRC 107847, whole genome shotgun sequence [49 total records]
GCF_001698205.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP016591.1 Tsuneonella dongtanensis strain KCTC 22672 chromosome, complete genome [1 total record]
GCA_001650955.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	LXYP01000001.1 Sphingomonadales bacterium EhC05 A9_Contig1, whole genome shotgun sequence [77 total records]
GCF_005502465.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NZ_SCOT01000010.1 Sphingopyxis sp. L1A2A NODE_10_length_108804_cov_26.506537, whole genome shotgun sequence [71 total records]
GCF_036365825.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP142675.1 Qipengyuania sp. HL-TH1 chromosome, complete genome [2 total records]
GCF_007954425.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP042345.1 Novosphingobium ginsenosidimutans strain FW-6 chromosome, complete genome [1 total record]
GCF_003344885.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP031155.1 Altererythrobacter sp. ZODW24 chromosome [1 total record]
GCF_000331245.1_genomic.fna	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_ANFZ01000002.1 Blastomonas sp. AAP53 Contig2, whole genome shotgun sequence [26 total records]
GCF_003626915.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP032570.1 Tsuneonella amylolytica strain NS1 chromosome [1 total record]
GCF_025370105.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	NZ_JANQBK010000001.1 Sphingomonas hylomeconis strain CCTCC AB 2013304 contig1, whole genome shotgun sequence [29 total records]
GCF_019711435.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAIGNK010000001.1 Qipengyuania polymorpha strain 1NDH17 NODE_1_length_1069078_cov_232.193567, whole genome shotgun sequence [8 total records]
GCF_037861105.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	NZ_JBANFK010000001.1 Rhizorhabdus argentea strain DSM 100912 NODE_1_length_319433_cov_140.726384, whole genome shotgun sequence [56 total records]
GCF_011301715.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP049870.1 Sphingomonas sp. HDW15A chromosome, complete genome [1 total record]
GCF_030817315.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	NZ_JAUSZF010000001.1 Sphingomonas faeni strain W4I17 Ga0505391_01, whole genome shotgun sequence [5 total records]
GCF_024721605.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NZ_CP102630.1 Sphingomicrobium flavum strain JCM 18555 chromosome [1 total record]
GCF_037154015.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRL010000001.1 Altererythrobacter aquiaggeris strain KCTC 52471 NODE_1_length_2626838_cov_283.942834, whole genome shotgun sequence [2 total records]
GCF_022818885.1_genomic.fna	6	0	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	0	NZ_JALHAT010000001.1 Novosphingobium mangrovi (ex Hu et al. 2023) strain B2637 contig1, whole genome shotgun sequence [82 total records]
GCF_023805295.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMSHT010000001.1 Sphingomicrobium sediminis strain GRR-S6-50 NODE_1_length_2321309_cov_48.490930, whole genome shotgun sequence [3 total records]
GCF_002355275.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP023449.1 Rhizorhabdus dicambivorans strain Ndbn-20 chromosome, complete genome [5 total records]
GCF_026540895.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JALNUR010000001.1 Sphingomonas sp. GM_Shp_1 iso00_6_1, whole genome shotgun sequence [73 total records]
GCF_003499275.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_QWDF01000001.1 Sphingomonas mesophila strain SYSUP0001 SYSUP0001_Contig1, whole genome shotgun sequence [2 total records]
GCF_947502395.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CANMZM010000001.1 Uncultured Erythrobacter sp. isolate 2-490-G.fasta NODE_1, whole genome shotgun sequence [8 total records]
GCF_002218195.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP022336.1 Sphingorhabdus sp. SMR4y chromosome, complete genome [1 total record]
GCF_002269345.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	NZ_CP022889.1 Tsuneonella mangrovi strain C9-11 chromosome, complete genome [1 total record]
GCA_041060555.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	JBEUDS010000001.1 Sphingosinicellaceae bacterium M-36 strain M36 Scaffold1, whole genome shotgun sequence [65 total records]
GCF_007570835.1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	NZ_SUNC01000001.1 Croceicoccus sediminis strain S2-4-2 NODE_1_length_1712580_cov_90.8671, whole genome shotgun sequence [9 total records]
GCF_022662335.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JAKNQJ010000001.1 Sphingomonas sp. CROZ-RG-20F-R02-07 1, whole genome shotgun sequence [46 total records]
GCF_007065885.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP041409.1 Altererythrobacter sp. TH136 strain TH36 chromosome [1 total record]
GCF_001421745.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	NZ_LMKW01000001.1 Sphingomonas sp. Leaf230 contig_1, whole genome shotgun sequence [15 total records]
GCA_014983025.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JADCLP010000010.1 Erythrobacteraceae bacterium E2-1 Yellow Sea NODE_10_length_58351_cov_297.258451, whole genome shotgun sequence [26 total records]
GCF_001421505.1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	NZ_LMKL01000001.1 Sphingomonas sp. Leaf17 contig_1, whole genome shotgun sequence [11 total records]
GCF_000803065.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JSXI01000001.1 Sphingomonas sp. ERG5 Contig1, whole genome shotgun sequence [80 total records]
GCF_001663175.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP016033.1 Erythrobacter neustonensis strain DSM 9434 chromosome, complete genome [1 total record]
GCF_037120395.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBBBDM010000001.1 Sphingomonas kyungheensis strain LMG 26582 NODE_1_length_834311_cov_176.403513, whole genome shotgun sequence [28 total records]
GCF_019930585.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NZ_CP082839.1 Sphingomonas nostoxanthinifaciens strain AK-PDB1-5 chromosome, complete genome [1 total record]
GCF_000429005.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	NZ_AUBA01000001.1 Novosphingobium acidiphilum DSM 19966 G404DRAFT_scaffold00001.1_C, whole genome shotgun sequence [54 total records]
GCF_000383095.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_AORL01000001.1 Sphingomonas sp. PR090111-T3T-6A strain PR090111-T3T6A Sphingomonas_PR09011.fna_1, whole genome shotgun sequence [24 total records]
GCF_022569295.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_JAKFIA010000001.1 Pedomonas mirosovicensis strain A1X5R2 A1X5R2_canu_contig_1, whole genome shotgun sequence [2 total records]
GCA_947503275.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	CANNCZ010000001.1 uncultured Erythrobacter sp. isolate 1010.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [3 total records]
GCF_902498745.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LR701478.1 Erythrobacter sp. EC-HK427 isolate ERY430, whole genome shotgun sequence [3 total records]
GCF_004792685.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_SRXT01000010.1 Sphingomonas gei strain ZFGT-11 NODE_10_length_112909_cov_59.023407, whole genome shotgun sequence [25 total records]
GCA_027941995.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CP115966.1 Erythrobacteraceae bacterium WH01K chromosome, complete genome [2 total records]
GCF_024496245.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP101740.1 Sphingomonas qomolangmaensis strain S5-59 chromosome, complete genome [1 total record]
GCF_027531025.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JAPZQX010000010.1 MAG: Novosphingobium sp. isolate LE17-10A c_000000001714, whole genome shotgun sequence [10 total records]
GCF_014199415.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JACIJN010000001.1 Sphingomonas endophytica strain DSM 101535 Ga0373358_01, whole genome shotgun sequence [21 total records]
GCF_039614825.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JBDIMF010000001.1 Sphingomonas qilianensis strain CGMCC 1.15349 S15349_1, whole genome shotgun sequence [10 total records]
GCA_016742125.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	JACVCM010000109.1 MAG: Sphingomonadaceae bacterium isolate Desfum bin_2_GBBB08 NODE_1014_length_8859_cov_3.062071, whole genome shotgun sequence [166 total records]
GCF_031846015.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAVRDU010000001.1 Novosphingobium sp. MMS21-SN21R Contig1, whole genome shotgun sequence [4 total records]
GCF_000175255.2_genomic.fna	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	NC_017262.1 Zymomonas mobilis subsp. mobilis ATCC 10988, complete sequence [7 total records]
GCF_037154075.1_genomic.fna	5	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_JBANRJ010000001.1 Sphingobium aromaticiconvertens strain DSM 12677 Chr1, whole genome shotgun sequence [6 total records]
GCF_001557215.1_genomic.fna	4	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	NZ_LSJM01000001.1 Sphingomonas sp. CCH9-E2 CCH9-E2_contig1, whole genome shotgun sequence [376 total records]
GCF_003958625.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RSEL01000002.1 Tsuneonella rigui strain KCTC 42620 10, whole genome shotgun sequence [29 total records]
GCF_022378335.1_genomic.fna	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NZ_JAIQCI010000078.1 Croceicoccus hydrothermalis strain JLT1 NODE_100_length_3235_cov_180.273254, whole genome shotgun sequence [84 total records]
GCF_013371215.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JABWMH010000001.1 Parasphingorhabdus flavimaris strain SW-151 contig1, whole genome shotgun sequence [8 total records]
GCF_003591655.1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NZ_QVRA01000001.1 Sphingobium terrigena strain EO9 E09_1, whole genome shotgun sequence [95 total records]
GCF_003046295.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_PZZN01000001.1 Sphingomonas aerolata strain NW12 Ga0191659_11, whole genome shotgun sequence [5 total records]
GCF_014199305.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACIJK010000001.1 Sphingomonas aerophila strain DSM 100044 Ga0373350_01, whole genome shotgun sequence [32 total records]
GCF_040717415.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBFEFM010000001.1 Parasphingorhabdus sp. JC815 1, whole genome shotgun sequence [13 total records]
GCF_039538065.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BAABBR010000001.1 Sphingomonas rosea strain JCM 17564 sequence1, whole genome shotgun sequence [1 total record]
GCF_004114695.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP035310.1 Erythrobacter sp. HKB08 chromosome [1 total record]
GCF_014196115.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JACIDB010000001.1 Sphingomonas aquatilis strain DSM 15581 Ga0373217_01, whole genome shotgun sequence [36 total records]
GCF_001468225.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LNRU01000001.1 Sphingopyxis sp. H053 H053_contig000001, whole genome shotgun sequence [26 total records]
GCF_024626475.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JANKHH010000001.1 Parerythrobacter lacustris strain RS5-5 soapdenovo_K_105_1, whole genome shotgun sequence [9 total records]
GCF_009807005.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WUBR01000001.1 Aurantiacibacter rhizosphaerae strain GH3-10 contig1, whole genome shotgun sequence [6 total records]
GCF_963521395.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CAUQTY010000001.1 MAG: uncultured Sphingomonas sp. isolate ERR9968919_bin.13_MetaWRAP_v1.3_MAG ERZ21615878.1, whole genome shotgun sequence [7 total records]
GCF_019711315.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_CP081294.1 Qipengyuania gelatinilytica strain 1NDH1 chromosome [1 total record]
GCF_036884275.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP145607.1 Sphingomonas kaistensis strain MA4R chromosome, complete genome [1 total record]
GCF_014352855.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_CP060697.1 Sphingomonas sabuli strain sand1-3 chromosome, complete genome [1 total record]
GCA_947503155.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CANNCL010000001.1 uncultured Erythrobacter sp. isolate 3-1198-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [6 total records]
GCF_037723805.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBBJUK010000001.1 Sphingobium sp. AN558 1, whole genome shotgun sequence [16 total records]
GCF_001421325.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_LMJY01000001.1 Novosphingobium sp. Leaf2 contig_1, whole genome shotgun sequence [22 total records]
GCF_026427355.1_genomic.fna	8	0	0	0	0	2	0	0	1	0	0	0	4	0	0	1	0	0	NZ_CP102664.1 Sphingobium sp. JS3065 chromosome 1, complete sequence [5 total records]
GCF_028463845.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP116805.1 Gimibacter soli strain 6D33 chromosome [1 total record]
GCA_039831335.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	JBDONL010000008.1 MAG: Sphingomonadaceae bacterium isolate FK190211_WC_159_metabat1_scaf2bin.005 NODE_18645_length_1893_cov_0.322763, whole genome shotgun sequence [10 total records]
GCF_002002925.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_CP019511.1 Sphingomonas sp. LM7 chromosome, complete genome [1 total record]
GCF_000272475.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	NZ_AKFJ01000004.1 Novosphingobium sp. Rr 2-17 contig4, whole genome shotgun sequence [143 total records]
GCF_026168555.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP092471.1 Qipengyuania spongiae strain PHS-Z21 chromosome, complete genome [2 total records]
GCF_003605195.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QYOS01000016.1 Aurantiacibacter odishensis strain KCTC 23981 KCTC23981_10_54888, whole genome shotgun sequence [25 total records]
GCF_011761945.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAASQV010000001.1 Sphingomonas leidyi strain DSM 4733 Ga0373306_01, whole genome shotgun sequence [10 total records]
GCF_005502745.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_SCNL01000010.1 Sphingomonas sp. 3P27F8 NODE_10_length_150145_cov_24.597926, whole genome shotgun sequence [43 total records]
GCF_022014495.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JAKLSQ010000001.1 Sandaracinobacteroides sayramensis strain RS1-74 soapdenovo_K_61_1, whole genome shotgun sequence [39 total records]
GCF_022664435.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAKREU010000001.1 Sphingomonas panni strain DSM 15761 NODE_1, whole genome shotgun sequence [24 total records]
GCF_019711395.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAIGNL010000001.1 Qipengyuania xiapuensis strain 1NDW9 NODE_1_length_1826619_cov_226.369106, whole genome shotgun sequence [2 total records]
GCF_000241485.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JH584241.1 Sphingomonas sp. PAMC 26605 scaffold00001, whole genome shotgun sequence [23 total records]
GCF_023516555.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBD010000001.1 Sphingomonas alba strain SE158 1, whole genome shotgun sequence [2 total records]
GCF_003688555.1_genomic.fna	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NZ_REFR01000009.1 Eilatimonas milleporae strain DSM 25217 Ga0170459_101, whole genome shotgun sequence [17 total records]
GCF_037154115.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRO010000001.1 Altererythrobacter palmitatis strain KCTC 52607 NODE_1_length_464657_cov_217.118126, whole genome shotgun sequence [22 total records]
GCF_003688595.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_RCWT01000009.1 Sphingomonas sp. PP-F2F-G114-C0414 Ga0191679_101, whole genome shotgun sequence [17 total records]
GCA_947493165.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	CANLPY010000001.1 uncultured Erythrobacter sp. isolate 941-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [3 total records]
GCF_014841895.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	NZ_JACYUS010000001.1 Sphingomonas sp. CFBP 13728 strain CFBP13728 CFBP1372801, whole genome shotgun sequence [17 total records]
GCF_038594605.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBCFZM010000001.1 Citromicrobium bathyomarinum strain MCCC1A08378 contig1, whole genome shotgun sequence [7 total records]
GCF_013374095.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_AP022672.1 Sphingomonas sp. HMP6 chromosome, complete genome [1 total record]
GCF_003660165.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	NZ_CP032829.1 Sphingomonas paeninsulae strain YZ-8 chromosome, complete genome [3 total records]
GCF_011765465.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP050265.1 MAG: Erythrobacter sp. isolate NP_1 chromosome, complete genome [1 total record]
GCF_013409985.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JACCBY010000001.1 Sphingomonas melonis strain AS2.3 Ga0372459_01, whole genome shotgun sequence [14 total records]
GCA_947331495.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CAMZOI010000001.1 Erythrobacteraceae bacterium Alg239-R51 genome assembly, contig: NODE_1_length_2189961_cov_222.553, whole genome shotgun sequence [4 total records]
GCF_018636735.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP045200.1 Erythrobacter sp. 3-20A1M chromosome, complete genome [1 total record]
GCF_009827295.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WTYD01000001.1 Qipengyuania pelagi strain JCM 17468 JCM17468_1, whole genome shotgun sequence [9 total records]
GCF_001278035.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP009452.1 Sphingopyxis sp. 113P3 chromosome, complete genome [2 total records]
GCA_016707885.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	JADJGU010000001.1 MAG: Sphingomonadales bacterium isolate Damh_18-Q3-R51-60_BATAC.316 tig00000305-10-14137870, whole genome shotgun sequence [11 total records]
GCF_900115295.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_FOVZ01000020.1 Sphingomonas sp. OK281, whole genome shotgun sequence [20 total records]
GCF_015693305.1_genomic.fna	5	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP065138.1 Sphingobium sp. Cam5-1 chromosome 1 [5 total records]
GCF_916858675.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CAKASM010000001.1 Sphingomonas sp. Leaf21, whole genome shotgun sequence [53 total records]
GCA_947493955.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	CANLSQ010000001.1 uncultured Sphingomonadaceae bacterium isolate 2-322-n2.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [6 total records]
GCF_022701295.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP033204.1 Sphingopyxis sp. YF1 chromosome, complete genome [1 total record]
GCA_963676085.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	OY780960.1 MAG: uncultured Caenibius sp. isolate 59ef9a3d-3cea-495c-bf2b-6111e3a64a75 genome assembly, chromosome: 1 [4 total records]
GCA_001683845.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	LXQI01000001.1 MAG: Erythrobacter sp. ANT-B3C2 ANT-B3C2_contig-1, whole genome shotgun sequence [43 total records]
GCF_014656395.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BNCI01000001.1 Kordiimonas sediminis strain KCTC 42590 sequence01, whole genome shotgun sequence [8 total records]
GCF_039537815.1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	NZ_BAABBF010000001.1 Sphingomonas cynarae strain JCM 17498 sequence01, whole genome shotgun sequence [23 total records]
GCF_030819175.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAUTBJ010000001.1 Sphingomonas sp. SORGH_AS_0879 Ga0558179_01, whole genome shotgun sequence [2 total records]
GCA_040560405.1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	JAVSCQ010000001.1 Sphingomonadaceae bacterium jetA1 sequence01, whole genome shotgun sequence [73 total records]
