HumGut_name	HumGut_tax_id	cluster975	cluster95	gtdbtk_tax_id	gtdbtk_organism_name	gtdbtk_taxonomy	ncbi_tax_id	ncbi_organism_name	ncbi_rank	prevalence_score	metagenomes_present	completeness	contamination	GC	genome_size	source	genome_type	cluster975_size	cluster95_size	genome_file	ftp_download
HumGut_25414	3025414	25414	2309	4020186	s__Prevotellamassilia sp900542795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900542795	159272	uncultured Prevotella sp.	species	0.7452121052631578	37	87.05	3.84	0.43420000000000003	2122063	UHGG	MAG	1	28	GUT_GENOME169922.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-016/MGYG-HGUT-01630/genomes1/GUT_GENOME169922.gff.gz
HumGut_25415	3025415	25415	4280	4032374	s__Veillonella sp900552715	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900552715	159268	uncultured Veillonella sp.	species	0.7452088658743633	183	59.03	0	0.3826	740923	UHGG	MAG	1	1	GUT_GENOME207711.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00279/genomes1/GUT_GENOME207711.gff.gz
HumGut_25416	3025416	25416	2663	4008400	g__Ruminococcus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	1674843	Clostridiales bacterium Firm_05	species	0.7452074318053198	1	94.52	0.02	0.41600000000000004	2222403	UHGG	MAG	1	4	GUT_GENOME270951.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04384/genomes1/GUT_GENOME270951.gff.gz
HumGut_25417	3025417	25417	1203	4021254	s__RC9 sp000435075	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	1262751	Bacteroides sp. CAG:770	species	0.7452049691567628	106	62.3	0.24	0.4827	1748983	UHGG	MAG	6	210	GUT_GENOME261459.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-016/MGYG-HGUT-01633/genomes1/GUT_GENOME261459.gff.gz
HumGut_25418	3025418	25418	2624	4028166	s__UBA737 sp900549055	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055	541003	uncultured Ruminococcaceae bacterium	species	0.7451871440294284	210	61.15	1.01	0.4794	1301696	UHGG	MAG	1	89	GUT_GENOME159282.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-012/MGYG-HGUT-01244/genomes1/GUT_GENOME159282.gff.gz
HumGut_25419	3025419	25419	3736	4020451	s__Prevotella sp900553465	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553465	159272	uncultured Prevotella sp.	species	0.7451850551782683	3	53.45	0	0.49	2287681	UHGG	MAG	1	11	GUT_GENOME111053.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02737/genomes1/GUT_GENOME111053.gff.gz
HumGut_25420	3025420	25420	2126	4040875	s__Citrobacter portucalensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis	1639133	Citrobacter portucalensis	species	0.7451838735144313	55	99.86772486772486	1.1295351473922903	0.5161810985553326	5512203	RefSeq	Complete Genome	1	103	GCF_013724765.1_ASM1372476v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/724/765/GCF_013724765.1_ASM1372476v1/GCF_013724765.1_ASM1372476v1_genomic.fna.gz
HumGut_25421	3025421	25421	2098	4028019	s__Eubacterium_R sp900539425	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539425	541003	uncultured Ruminococcaceae bacterium	species	0.7451441578947369	11	83.89	0.67	0.4177	1698125	UHGG	MAG	2	32	GUT_GENOME069176.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-003/MGYG-HGUT-00379/genomes1/GUT_GENOME069176.gff.gz
HumGut_25422	3025422	25422	1408	4020271	s__Prevotella sp002265625	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	2022527	Prevotella sp. 885	species	0.7451168593661573	188	67.79	0.44	0.4867	1986051	UHGG	MAG	1	459	GUT_GENOME180812.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04390/genomes1/GUT_GENOME180812.gff.gz
HumGut_25423	3025423	25423	3019	4019740	s__Slackia_A isoflavoniconvertens	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A isoflavoniconvertens	572010	Slackia isoflavoniconvertens	species	0.745105732597623	238	98.12	0.12	0.5754	2026899	UHGG	MAG	1	174	GUT_GENOME260973.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02509/genomes1/GUT_GENOME260973.gff.gz
HumGut_25424	3025424	25424	1153	4021250	s__RC9 sp000432515	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	1262742	Bacteroides sp. CAG:545	species	0.7450689535936615	89	84.9	2.86	0.49570000000000003	2511014	UHGG	MAG	1	305	GUT_GENOME157410.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-044/MGYG-HGUT-04402/genomes1/GUT_GENOME157410.gff.gz
HumGut_25425	3025425	25425	4281	4019725	s__Paraeggerthella hongkongensis_A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis_A	230658	Paraeggerthella hongkongensis	species	0.7450655407470289	2	87.81	3.29	0.6171	2316930	UHGG	MAG	5	5	GUT_GENOME105525.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02451/genomes1/GUT_GENOME105525.gff.gz
HumGut_25426	3025426	25426	4068	4028228	s__CAG-272 sp900556615	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp900556615	172733	uncultured Clostridiales bacterium	species	0.7450433296547821	12	65.51	3.08	0.44229999999999997	1983947	UHGG	MAG	1	4	GUT_GENOME251506.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-003/MGYG-HGUT-00328/genomes1/GUT_GENOME251506.gff.gz
HumGut_25427	3025427	25427	751	4039380	s__Parasutterella sp000980495	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp000980495	1637509	Acinetobacter sp. N54.MGS-139	species	0.7450350175438597	307	59.09	0.39	0.5001	1218174	UHGG	MAG	1	674	GUT_GENOME229072.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-030/MGYG-HGUT-03022/genomes1/GUT_GENOME229072.gff.gz
HumGut_25428	3025428	25428	4282	4029178	s__UMGS1810 sp900555295	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__UMGS1810;s__UMGS1810 sp900555295	172733	uncultured Clostridiales bacterium	species	0.7450229465195246	1	79.82	3.51	0.3843	1864024	UHGG	MAG	1	1	GUT_GENOME044142.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00890/genomes1/GUT_GENOME044142.gff.gz
HumGut_25429	3025429	25429	2648	4039017	s__Duodenibacillus sp900544255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255	286133	uncultured Sutterella sp.	species	0.745020577532541	82	71.45	1.25	0.5742	1411080	UHGG	MAG	1	98	GUT_GENOME245887.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03288/genomes1/GUT_GENOME245887.gff.gz
HumGut_25430	3025430	25430	2657	4032288	s__Allisonella histaminiformans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Allisonella;s__Allisonella histaminiformans	209880	Allisonella histaminiformans	species	0.7450111595925297	122	86.92	1.48	0.46880000000000005	1304811	UHGG	MAG	1	37	GUT_GENOME080386.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02990/genomes1/GUT_GENOME080386.gff.gz
HumGut_25431	3025431	25431	1991	4032176	s__Phascolarctobacterium sp000436095	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp000436095	1262915	Phascolarctobacterium sp. CAG:266	species	0.7450046683644596	225	92.7	0.6	0.457	1754053	UHGG	MAG	4	541	GUT_GENOME053478.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04337/genomes1/GUT_GENOME053478.gff.gz
HumGut_25432	3025432	25432	1261	4027370	s__Coprococcus sp000433075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	2293093	Coprococcus sp. OM04-5BH	species	0.7449939881154499	60	51.76	0	0.4362	1077530	UHGG	MAG	2	158	GUT_GENOME017767.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02289/genomes1/GUT_GENOME017767.gff.gz
HumGut_25433	3025433	25433	4283	4032579	s__Fusobacterium_A sp900555485	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555485	159267	uncultured Fusobacterium sp.	species	0.7449833421052632	2	61.8	0	0.28559999999999997	883980	UHGG	MAG	2	2	GUT_GENOME032908.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02615/genomes1/GUT_GENOME032908.gff.gz
HumGut_25434	3025434	25434	1203	4021254	s__RC9 sp000435075	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	1262751	Bacteroides sp. CAG:770	species	0.7449702263723825	106	84.2	4.15	0.4799	2471647	UHGG	MAG	2	210	GUT_GENOME233806.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-016/MGYG-HGUT-01633/genomes1/GUT_GENOME233806.gff.gz
HumGut_25435	3025435	25435	3946	4039913	s__Neisseria elongata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	214482	Neisseria elongata subsp. elongata	subspecies	0.7449534688737974	1	99.67586965329627	0.8465011286681715	0.5425957183378703	2256647	RefSeq	Complete Genome	2	16	GCF_000818035.1_ASM81803v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/035/GCF_000818035.1_ASM81803v1/GCF_000818035.1_ASM81803v1_genomic.fna.gz
HumGut_25436	3025436	25436	406	4039379	s__Parasutterella excrementihominis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	762966	Parasutterella excrementihominis YIT 11859	strain	0.7449501131861913	572	89.56	0.42	0.506	1726481	UHGG	MAG	1	695	GUT_GENOME124060.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-012/MGYG-HGUT-01294/genomes2/GUT_GENOME124060.gff.gz
HumGut_25437	3025437	25437	4235	4029765	s__Bacillus_X frigoritolerans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_X;s__Bacillus_X frigoritolerans	450367	[Brevibacterium] frigoritolerans	species	0.7449487999434069	1	98.90710382513662	1.7122040072859743	0.4044122496175017	5479501	RefSeq	Scaffold	3	24	GCF_001277335.1_ASM127733v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/335/GCF_001277335.1_ASM127733v1/GCF_001277335.1_ASM127733v1_genomic.fna.gz
HumGut_25438	3025438	25438	2900	4041445	s__Haemophilus_D parainfluenzae_K	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	729	Haemophilus parainfluenzae	species	0.7449379892473118	360	62.07	1.72	0.396	1310134	UHGG	MAG	2	7	GUT_GENOME240682.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01088/genomes1/GUT_GENOME240682.gff.gz
HumGut_25439	3025439	25439	528	4032292	s__Dialister sp000434475	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	1262870	Dialister sp. CAG:486	species	0.7449333237125071	268	58.36	0.16	0.5367000000000001	950425	UHGG	MAG	2	654	GUT_GENOME019229.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00725/genomes1/GUT_GENOME019229.gff.gz
HumGut_25440	3025440	25440	4284	4001064	o__DTUO25	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__	1671639	Clostridia bacterium DTU025	species	0.7449288064516129	40	92.31	0.96	0.4648	2214959	UHGG	MAG	1	1	GUT_GENOME217902.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03259/genomes1/GUT_GENOME217902.gff.gz
HumGut_25441	3025441	25441	4285	4041448	s__Haemophilus_D parainfluenzae_N	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_N	729	Haemophilus parainfluenzae	species	0.7449256680814941	360	80.73	3.11	0.39289999999999997	1551870	UHGG	MAG	1	1	GUT_GENOME096834.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00993/genomes1/GUT_GENOME096834.gff.gz
HumGut_25442	3025442	25442	2089	4026738	s__CAG-349 sp003539515	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	1898207	Clostridiales bacterium	species	0.7449185812110922	252	68.46	1.4	0.4771	1105420	UHGG	MAG	1	527	GUT_GENOME281399.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-028/MGYG-HGUT-02831/genomes1/GUT_GENOME281399.gff.gz
HumGut_25443	3025443	25443	4286	4027873	s__UMGS1251 sp900549995	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__UMGS1251 sp900549995	297314	uncultured Lachnospiraceae bacterium	species	0.7449185461233729	1	94.6	2.83	0.43770000000000003	4765419	UHGG	MAG	1	1	GUT_GENOME186025.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02949/genomes1/GUT_GENOME186025.gff.gz
HumGut_25444	3025444	25444	921	4039626	s__Sutterella wadsworthensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	40545	Sutterella wadsworthensis	species	0.7449182425014148	500	89.34	1.24	0.5561	2066850	UHGG	MAG	1	1180	GUT_GENOME235673.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01361/genomes2/GUT_GENOME235673.gff.gz
HumGut_25445	3025445	25445	2325	4019753	s__UMGS1773 sp003343725	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1773;s__UMGS1773 sp003343725	2052159	Coriobacteriia bacterium	species	0.7448995042444821	169	66.41	0.81	0.6103999999999999	1419570	UHGG	MAG	1	63	GUT_GENOME092166.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-040/MGYG-HGUT-04041/genomes1/GUT_GENOME092166.gff.gz
HumGut_25446	3025446	25446	2057	4032327	s__Megasphaera sp000417505	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505	1273103	Megasphaera sp. NM10	species	0.7448971519524618	170	76.96	1	0.5526	1576932	UHGG	MAG	1	586	GUT_GENOME034300.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02336/genomes1/GUT_GENOME034300.gff.gz
HumGut_25447	3025447	25447	2648	4039017	s__Duodenibacillus sp900544255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255	286133	uncultured Sutterella sp.	species	0.7448902583474816	70	71.1	2.93	0.5717	1491461	UHGG	MAG	1	98	GUT_GENOME236711.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03288/genomes1/GUT_GENOME236711.gff.gz
HumGut_25448	3025448	25448	4287	4009273	g__UMGS1648	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UMGS1648;s__	658143	uncultured Tenericutes bacterium	species	0.7448894391624221	3	70.79	2.25	0.34149999999999997	1066903	UHGG	MAG	1	1	GUT_GENOME259703.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-042/MGYG-HGUT-04211/genomes1/GUT_GENOME259703.gff.gz
HumGut_25449	3025449	25449	4082	4007911	g__UBA11517	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__	1898207	Clostridiales bacterium	species	0.7448868984153934	6	81.03	0	0.3429	912893	UHGG	MAG	1	20	GUT_GENOME017756.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-034/MGYG-HGUT-03408/genomes1/GUT_GENOME017756.gff.gz
HumGut_25450	3025450	25450	2829	4007324	g__Zag1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	1262849	Clostridium sp. CAG:967	species	0.7448653984153933	7	88.03	0.09	0.34990000000000004	1985493	UHGG	MAG	2	7	GUT_GENOME015477.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00544/genomes1/GUT_GENOME015477.gff.gz
HumGut_25451	3025451	25451	616	4020249	s__Prevotella sp000434975	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	1262929	Prevotella sp. CAG:520	species	0.7448338095642332	203	92.56	1.12	0.522	2538128	UHGG	MAG	3	426	GUT_GENOME172418.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-017/MGYG-HGUT-01763/genomes1/GUT_GENOME172418.gff.gz
HumGut_25452	3025452	25452	1408	4020271	s__Prevotella sp002265625	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	2022527	Prevotella sp. 885	species	0.7448158169213356	187	51.72	0	0.5075	1847753	UHGG	MAG	1	459	GUT_GENOME275414.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04390/genomes1/GUT_GENOME275414.gff.gz
HumGut_25453	3025453	25453	2215	4041033	s__Klebsiella_B aerogenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_B;s__Klebsiella_B aerogenes	1028307	Klebsiella aerogenes KCTC 2190	strain	0.7448146046972269	33	100	0.838411753590325	0.5470277196432574	5274166	RefSeq	Contig	1	359	GCF_002185345.2_ASM218534v2_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/185/345/GCF_002185345.2_ASM218534v2/GCF_002185345.2_ASM218534v2_genomic.fna.gz
HumGut_25454	3025454	25454	2676	4032335	s__Megasphaera stantonii	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera stantonii	2144175	Megasphaera stantonii	species	0.7447689049235993	11	95.21	0.6	0.5268	2396973	UHGG	MAG	2	36	GUT_GENOME229703.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00046/genomes1/GUT_GENOME229703.gff.gz
HumGut_25455	3025455	25455	4288	4008717	g__UBA7185	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__	1952723	Peptococcaceae bacterium UBA7185	species	0.7447653010752688	1	90.52	2.69	0.45630000000000004	3091297	UHGG	MAG	1	1	GUT_GENOME256138.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-040/MGYG-HGUT-04093/genomes1/GUT_GENOME256138.gff.gz
HumGut_25456	3025456	25456	3285	4021049	s__Alistipes_A sp900539755	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900539755	538949	uncultured Alistipes sp.	species	0.7447538647425014	50	75.35	1.44	0.4644	1770788	UHGG	MAG	2	82	GUT_GENOME010110.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-044/MGYG-HGUT-04468/genomes1/GUT_GENOME010110.gff.gz
HumGut_25457	3025457	25457	4289	4026942	s__Clostridium butyricum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	1492	Clostridium butyricum	species	0.7447472900396152	32	99.19354838709677	0.8064516129032258	0.28855707445334267	4388540	RefSeq	Scaffold	121	126	GCF_002915335.1_ASM291533v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/915/335/GCF_002915335.1_ASM291533v1/GCF_002915335.1_ASM291533v1_genomic.fna.gz
HumGut_25458	3025458	25458	4290	4008015	g__UMGS1670	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__	172733	uncultured Clostridiales bacterium	species	0.744733831352575	20	96	2.91	0.408	2247038	UHGG	MAG	1	2	GUT_GENOME096801.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-042/MGYG-HGUT-04273/genomes1/GUT_GENOME096801.gff.gz
HumGut_25459	3025459	25459	642	4027966	s__CAG-180 sp004556705	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp004556705	41978	Ruminococcus sp.	species	0.7447300857385399	63	52.68	0	0.42229999999999995	975962	UHGG	MAG	1	104	GUT_GENOME139618.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00726/genomes1/GUT_GENOME139618.gff.gz
HumGut_25460	3025460	25460	4291	4035759	s__UBA11549 sp900550445	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__UBA11549 sp900550445	352351	uncultured Rhodospirillaceae bacterium	species	0.7446970107526881	12	67.24	0	0.4842	1401264	UHGG	MAG	35	38	GUT_GENOME202407.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04521/genomes1/GUT_GENOME202407.gff.gz
