genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GUT_GENOME153241	GUT_GENOME153241_krakentaxid3012518HumGut_12518_7.region001	1	0	50996	TRUE	Uncharacterised				kraken:taxid|3012518|HumGut_12518_7 GUT_GENOME153241_7	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900555025	s__Blautia sp900555025	uncultured Blautia sp.	4.51	94.19	1632	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900555025			GUT_GENOME153241_krakentaxid3012518HumGut_12518_7.region001.gbk_region_1
GUT_GENOME237201	GUT_GENOME237201_krakentaxid3020308HumGut_20308_60.region001	1	87429	119306	TRUE	Uncharacterised				kraken:taxid|3020308|HumGut_20308_60 GUT_GENOME237201_60	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	g__Clostridium	Clostridium sp. CAG:221	0.27	98.39	3123	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900769625			GUT_GENOME237201_krakentaxid3020308HumGut_20308_60.region001.gbk_region_1
GCF_013834525.1_ASM1383452v1_genomic	GCF_013834525.1_ASM1383452v1_genomic_krakentaxid3012751HumGut_12751_1.region001	1	144131	158449	FALSE	cellulose-like				kraken:taxid|3012751|HumGut_12751_1 NZ_CP057463.1 Escherichia fergusonii strain RHB26-C03 chromosome, complete genome	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii	s__Escherichia fergusonii	Escherichia fergusonii ATCC 35469	0.66468253968254	99.9007936507937	1674	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii			GCF_013834525.1_ASM1383452v1_genomic_krakentaxid3012751HumGut_12751_1.region001.gbk_region_1
GCF_015667795.1_ASM1566779v1_genomic	GCF_015667795.1_ASM1566779v1_genomic_krakentaxid3026549HumGut_26549_59.region001	1	158148	182739	FALSE	Uncharacterised				kraken:taxid|3026549|HumGut_26549_59 NZ_JADPEL010000002.1 Clostridium sp. D53t1_180928_C8 NODE_2_length_299493_cov_27.2427, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	g__Clostridium	Clostridium sp. CAG:221	3.2258064516129	100	4491	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp015667795			GCF_015667795.1_ASM1566779v1_genomic_krakentaxid3026549HumGut_26549_59.region001.gbk_region_1
GCF_002160755.1_ASM216075v1_genomic	GCF_002160755.1_ASM216075v1_genomic_krakentaxid3012020HumGut_12020_15.region001	1	0	17127	TRUE	Uncharacterised				kraken:taxid|3012020|HumGut_12020_15 NZ_NFLE01000022.1 Lachnoclostridium sp. An14 An14_contig_22, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755	s__Lachnoclostridium_A sp002160755	Lachnoclostridium sp. An14	0	99.367088607595	1549	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_A	s__Lachnoclostridium_A sp002160755			GCF_002160755.1_ASM216075v1_genomic_krakentaxid3012020HumGut_12020_15.region001.gbk_region_1
GUT_GENOME225813	GUT_GENOME225813_krakentaxid3024228HumGut_24228_525.region001	1	0	4699	TRUE	PNAG_eps				kraken:taxid|3024228|HumGut_24228_525 GUT_GENOME225813_525	Wzx/Wzy	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900314705	s__Ruminococcus_E sp900314705	Ruminococcus sp. JE7A12	2.24	79.17	1824	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp934476515			GUT_GENOME225813_krakentaxid3024228HumGut_24228_525.region001.gbk_region_1
GUT_GENOME152688	GUT_GENOME152688_krakentaxid3020698HumGut_20698_99.region001	1	0	14137	TRUE	Uncharacterised				kraken:taxid|3020698|HumGut_20698_99 GUT_GENOME152688_99	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	g__Blautia	Firmicutes bacterium CAG:424	0.5	99.36	3212	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia pullicola			GUT_GENOME152688_krakentaxid3020698HumGut_20698_99.region001.gbk_region_1
GUT_GENOME150219	GUT_GENOME150219_krakentaxid3018081HumGut_18081_11.region001	1	62986	90451	FALSE	Uncharacterised				kraken:taxid|3018081|HumGut_18081_11 GUT_GENOME150219_11	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900555635	s__Bacteroides sp900555635	uncultured Bacteroides sp.	3.45	76.21	2652	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp900555635			GUT_GENOME150219_krakentaxid3018081HumGut_18081_11.region001.gbk_region_1
GUT_GENOME000556	GUT_GENOME000556_krakentaxid3029220HumGut_29220_1.region001	1	725809	776854	FALSE	Uncharacterised				kraken:taxid|3029220|HumGut_29220_1 GUT_GENOME000556_1	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	g__Clostridium_J	Clostridium sp. UBA1056	1.42	98.46	4903	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J	s__Clostridium_J sp902363375			GUT_GENOME000556_krakentaxid3029220HumGut_29220_1.region001.gbk_region_1
GCF_001070815.1_ASM107081v1_genomic	GCF_001070815.1_ASM107081v1_genomic_krakentaxid3013410HumGut_13410_36.region001	1	27395	53169	TRUE	lactobacillus_eps				kraken:taxid|3013410|HumGut_13410_36 NZ_JVLX01000038.1 Streptococcus pseudopneumoniae strain 315_SPSE 481_58426_955708_149+,217+,426+, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae_P	s__Streptococcus pseudopneumoniae_P	Streptococcus pseudopneumoniae	0.199203187250996	99.8173970783532	1767	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_P			GCF_001070815.1_ASM107081v1_genomic_krakentaxid3013410HumGut_13410_36.region001.gbk_region_1
GCF_015549585.1_ASM1554958v1_genomic	GCF_015549585.1_ASM1554958v1_genomic_krakentaxid3012595HumGut_12595_3.region001	1	47742	84697	FALSE	Uncharacterised				kraken:taxid|3012595|HumGut_12595_3 NZ_JADMZD010000012.1 Bacteroides congonensis strain 1001270H_150608_D1 NODE_12_length_175341_cov_17.1565, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides congonensis	s__Bacteroides congonensis	Bacteroides congonensis	0.185873605947955	99.2565055762082	1643	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides congonensis			GCF_015549585.1_ASM1554958v1_genomic_krakentaxid3012595HumGut_12595_3.region001.gbk_region_1
GCF_901543175.1_42057_F01_genomic	GCF_901543175.1_42057_F01_genomic_krakentaxid3016094HumGut_16094_1.region001	1	288279	311941	FALSE	lactobacillus_eps				kraken:taxid|3016094|HumGut_16094_1 NZ_LR594040.1 Streptococcus australis strain NCTC5338 chromosome 1	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus australis_A	s__Streptococcus australis_A	Streptococcus australis	0.249003984063745	99.070385126162	2270	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus australis_A			GCF_901543175.1_42057_F01_genomic_krakentaxid3016094HumGut_16094_1.region001.gbk_region_1
GUT_GENOME176717	GUT_GENOME176717_krakentaxid3021541HumGut_21541_110.region001	1	0	5180	TRUE	alpha-glucansucrase				kraken:taxid|3021541|HumGut_21541_110 GUT_GENOME176717_110	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	s__Streptococcus oralis	Streptococcus oralis ATCC 35037	0	88.45	3423	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis			GUT_GENOME176717_krakentaxid3021541HumGut_21541_110.region001.gbk_region_1
GUT_GENOME230525	GUT_GENOME230525_krakentaxid3021594HumGut_21594_170.region001	1	9712	20514	TRUE	alpha-glucansucrase				kraken:taxid|3021594|HumGut_21594_170 GUT_GENOME230525_170	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	1.95	96.36	3438	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp905212325			GUT_GENOME230525_krakentaxid3021594HumGut_21594_170.region001.gbk_region_1
GCF_002965065.1_ASM296506v1_genomic	GCF_002965065.1_ASM296506v1_genomic_krakentaxid3012059HumGut_12059_265.region001	1	0	21102	TRUE	cellulose-type-2				kraken:taxid|3012059|HumGut_12059_265 NZ_PTRE01000041.1 Escherichia sp. MOD1-EC7003 MOD1-EC7003_41_length_24921_cov_128, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp002965065	s__Escherichia sp002965065	Escherichia sp. MOD1-EC7003	0.500165343915344	98.1812169312169	1553	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia sp002965065			GCF_002965065.1_ASM296506v1_genomic_krakentaxid3012059HumGut_12059_265.region001.gbk_region_1
GCF_001579025.1_ASM157902v1_genomic	GCF_001579025.1_ASM157902v1_genomic_krakentaxid3014515HumGut_14515_1.region001	1	112940	138839	FALSE	lactobacillus_eps				kraken:taxid|3014515|HumGut_14515_1 NZ_KQ970235.1 Streptococcus oralis strain DD27 scaffold00001, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_X	s__Streptococcus oralis_X	Streptococcus oralis	0.664010624169987	96.7020805666224	1972	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_X			GCF_001579025.1_ASM157902v1_genomic_krakentaxid3014515HumGut_14515_1.region001.gbk_region_1
GCF_015549545.1_ASM1554954v1_genomic	GCF_015549545.1_ASM1554954v1_genomic_krakentaxid3016562HumGut_16562_44.region001	1	37311	95966	FALSE	Uncharacterised				kraken:taxid|3016562|HumGut_16562_44 NZ_JADMZC010000004.1 Clostridium paraputrificum strain 1001275B_160808_A4 NODE_4_length_197732_cov_26.2365, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	s__Clostridium paraputrificum	Clostridium paraputrificum	0.268817204301075	99.1935483870968	2354	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium paraputrificum			GCF_015549545.1_ASM1554954v1_genomic_krakentaxid3016562HumGut_16562_44.region001.gbk_region_1
GUT_GENOME032966	GUT_GENOME032966_krakentaxid3016269HumGut_16269_11.region001	1	2067	51937	TRUE	Uncharacterised				kraken:taxid|3016269|HumGut_16269_11 GUT_GENOME032966_11	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345	s__Blautia_A sp900541345	uncultured Blautia sp.	0	95.85	1702	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900541345			GUT_GENOME032966_krakentaxid3016269HumGut_16269_11.region001.gbk_region_1
GCF_000223255.1_ASM22325v2_genomic	GCF_000223255.1_ASM22325v2_genomic_krakentaxid3015775HumGut_15775_1.region001	1	206480	231148	TRUE	lactobacillus_eps				kraken:taxid|3015775|HumGut_15775_1 NZ_AFUT01000009.1 Streptococcus infantis SK970 ctg1129914002307, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_G	s__Streptococcus infantis_G	Streptococcus infantis SK970	1.16878531073446	98.5091807909605	2202	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_G			GCF_000223255.1_ASM22325v2_genomic_krakentaxid3015775HumGut_15775_1.region001.gbk_region_1
GCF_002096835.1_ASM209683v1_genomic	GCF_002096835.1_ASM209683v1_genomic_krakentaxid3014480HumGut_14480_1.region001	1	183609	209560	FALSE	lactobacillus_eps				kraken:taxid|3014480|HumGut_14480_1 NZ_NCVG01000023.1 Streptococcus mitis strain RH_43861_09 s_mitis_RH_43861_09_ID_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_W	s__Streptococcus mitis_W	Streptococcus mitis	0.199203187250996	99.8173970783532	1965	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_W			GCF_002096835.1_ASM209683v1_genomic_krakentaxid3014480HumGut_14480_1.region001.gbk_region_1
GCF_002096335.1_ASM209633v1_genomic	GCF_002096335.1_ASM209633v1_genomic_krakentaxid3016361HumGut_16361_26.region001	1	53718	78287	FALSE	lactobacillus_eps				kraken:taxid|3016361|HumGut_16361_26 NZ_NCUW01000028.1 Streptococcus oralis subsp. dentisani strain Y_5914_11 s_oralis_RS_5914_11_ID_7, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_Z	s__Streptococcus oralis_Z	Streptococcus oralis subsp. dentisani	0.99601593625498	98.9907038512616	2318	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_Z			GCF_002096335.1_ASM209633v1_genomic_krakentaxid3016361HumGut_16361_26.region001.gbk_region_1
GCF_005890385.1_ASM589038v1_genomic	GCF_005890385.1_ASM589038v1_genomic_krakentaxid3015259HumGut_15259_51.region001	1	8739	35867	TRUE	lactobacillus_eps				kraken:taxid|3015259|HumGut_15259_51 NZ_SOQR01000052.1 Streptococcus pseudopneumoniae strain BHN880 contig52, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae	s__Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455	0.199203187250996	99.7377158034529	1807	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae			GCF_005890385.1_ASM589038v1_genomic_krakentaxid3015259HumGut_15259_51.region001.gbk_region_1
GUT_GENOME193403	GUT_GENOME193403_krakentaxid3025859HumGut_25859_3.region001	1	28240	48268	TRUE	Uncharacterised				kraken:taxid|3025859|HumGut_25859_3 GUT_GENOME193403_3	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	50.88	4364	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_H			GUT_GENOME193403_krakentaxid3025859HumGut_25859_3.region001.gbk_region_1
GUT_GENOME227599	GUT_GENOME227599_krakentaxid3009647HumGut_9647_6.region001	1	2144	31064	TRUE	Uncharacterised				kraken:taxid|3009647|HumGut_9647_6 GUT_GENOME227599_6	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900120295	s__Blautia sp900120295	Blautia sp. Marseille-P3201T	0	88.54	1207	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900120295			GUT_GENOME227599_krakentaxid3009647HumGut_9647_6.region001.gbk_region_1
GCF_002355895.1_ASM235589v1_genomic	GCF_002355895.1_ASM235589v1_genomic_krakentaxid3015656HumGut_15656_1.region001	1	1574950	1598530	FALSE	lactobacillus_eps				kraken:taxid|3015656|HumGut_15656_1 NZ_AP017652.1 Streptococcus sp. NPS 308	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp002355895	s__Streptococcus sp002355895	Streptococcus sp. NPS 308	0.199203187250996	99.867197875166	2181	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp002355895			GCF_002355895.1_ASM235589v1_genomic_krakentaxid3015656HumGut_15656_1.region001.gbk_region_1
GUT_GENOME087307	GUT_GENOME087307_krakentaxid3025906HumGut_25906_62.region001	1	0	1121	TRUE	fructansucrase				kraken:taxid|3025906|HumGut_25906_62 GUT_GENOME087307_62	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	s__Streptococcus mutans	Streptococcus mutans	0.82	61.34	2752	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mutans			GUT_GENOME087307_krakentaxid3025906HumGut_25906_62.region001.gbk_region_1
GCF_001940315.1_ASM194031v1_genomic	GCF_001940315.1_ASM194031v1_genomic_krakentaxid3013441HumGut_13441_1.region001	1	1170899	1201603	FALSE	PNAG_eps				kraken:taxid|3013441|HumGut_13441_1 NZ_MJIF01000001.1 Anaerostipes sp. 494a unitig_0, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp001940315	s__Anaerostipes sp001940315	Anaerostipes sp. 494a	3.69127516778523	99.3288590604027	1772	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes faecalis			GCF_001940315.1_ASM194031v1_genomic_krakentaxid3013441HumGut_13441_1.region001.gbk_region_1
GUT_GENOME272615	GUT_GENOME272615_krakentaxid3023449HumGut_23449_20.region001	1	12751	30231	TRUE	Uncharacterised				kraken:taxid|3023449|HumGut_23449_20 GUT_GENOME272615_20	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus macedonicus	s__Streptococcus macedonicus	Streptococcus macedonicus ACA-DC 198	0	99.5	2684	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus macedonicus			GUT_GENOME272615_krakentaxid3023449HumGut_23449_20.region001.gbk_region_1
GCF_015546995.1_ASM1554699v1_genomic	GCF_015546995.1_ASM1554699v1_genomic_krakentaxid3014574HumGut_14574_6.region001	1	6975	31685	TRUE	lactobacillus_eps				kraken:taxid|3014574|HumGut_14574_6 NZ_JADMUH010000015.1 Streptococcus infantis strain D6t1_180914_B1 NODE_15_length_44272_cov_31.3094, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	100	1986	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_J			GCF_015546995.1_ASM1554699v1_genomic_krakentaxid3014574HumGut_14574_6.region001.gbk_region_1
GCF_016028255.1_ASM1602825v1_genomic	GCF_016028255.1_ASM1602825v1_genomic_krakentaxid3016182HumGut_16182_1.region001	1	741431	766512	FALSE	lactobacillus_eps				kraken:taxid|3016182|HumGut_16182_1 NZ_CP065707.1 Streptococcus oralis strain FDAARGOS_885 chromosome, complete genome	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_AC	s__Streptococcus oralis_AC	Streptococcus oralis subsp. dentisani 7746	0.199203187250996	99.8309791138476	2214	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_AC			GCF_016028255.1_ASM1602825v1_genomic_krakentaxid3016182HumGut_16182_1.region001.gbk_region_1
GCF_001814775.1_ASM181477v1_genomic	GCF_001814775.1_ASM181477v1_genomic_krakentaxid3016291HumGut_16291_38.region001	1	80249	105738	TRUE	lactobacillus_eps				kraken:taxid|3016291|HumGut_16291_38 NZ_KV817799.1 Streptococcus sp. HMSC067H01 Scaffold785, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001814775	s__Streptococcus sp001814775	Streptococcus sp. HMSC067H01	0.649717514124294	99.4152542372881	2302	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001814775			GCF_001814775.1_ASM181477v1_genomic_krakentaxid3016291HumGut_16291_38.region001.gbk_region_1
GCF_013378355.1_ASM1337835v1_genomic	GCF_013378355.1_ASM1337835v1_genomic_krakentaxid3017383HumGut_17383_1.region001	1	144643	166729	FALSE	Uncharacterised				kraken:taxid|3017383|HumGut_17383_1 NZ_CP040798.1 Streptococcus sanguinis strain CGMH058 chromosome, complete genome	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	99.438202247191	2510	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_I			GCF_013378355.1_ASM1337835v1_genomic_krakentaxid3017383HumGut_17383_1.region001.gbk_region_1
GCF_002096615.1_ASM209661v1_genomic	GCF_002096615.1_ASM209661v1_genomic_krakentaxid3016247HumGut_16247_21.region001	1	67876	88882	FALSE	lactobacillus_eps				kraken:taxid|3016247|HumGut_16247_21 NZ_NCUX01000031.1 Streptococcus oralis subsp. dentisani strain RH_9883_08 s_oralis_RH_9883_08_ID_5, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_U	s__Streptococcus oralis_U	Streptococcus oralis subsp. dentisani	0.199203187250996	99.5683930942895	2296	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_U			GCF_002096615.1_ASM209661v1_genomic_krakentaxid3016247HumGut_16247_21.region001.gbk_region_1
GUT_GENOME091736	GUT_GENOME091736_krakentaxid3019753HumGut_19753_1.region001	1	39001	64652	TRUE	lactobacillus_eps				kraken:taxid|3019753|HumGut_19753_1 GUT_GENOME091736_1	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	2.8	81.62	2986	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp902470035			GUT_GENOME091736_krakentaxid3019753HumGut_19753_1.region001.gbk_region_1
GCF_003943415.1_ASM394341v1_genomic	GCF_003943415.1_ASM394341v1_genomic_krakentaxid3016158HumGut_16158_5.region001	1	85645	110674	FALSE	lactobacillus_eps				kraken:taxid|3016158|HumGut_16158_5 NZ_RJPK01000005.1 Streptococcus oralis strain BCC10 D8801_contig005, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BJ	s__Streptococcus oralis_BJ	Streptococcus oralis	0.558875608676406	99.468791500664	2283	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BJ			GCF_003943415.1_ASM394341v1_genomic_krakentaxid3016158HumGut_16158_5.region001.gbk_region_1
GUT_GENOME284552	GUT_GENOME284552_krakentaxid3019817HumGut_19817_2.region001	1	218046	234980	FALSE	cellulose-gram-positive				kraken:taxid|3019817|HumGut_19817_2 GUT_GENOME284552_2	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__	g__Clostridium_A	Clostridium leptum DSM 753	0	69.8	2996	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Clostridium_A	s__Clostridium_A sp902490005			GUT_GENOME284552_krakentaxid3019817HumGut_19817_2.region001.gbk_region_1
