accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_037154015.1	0	100	0.01	Specific	99.59	0.2	569	o__Sphingomonadales (UID3310)	293	0	2448689	92.6051328441669	2	1554858	58.8020086028955	2644226	RS_GCF_037154015.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter_H	Altererythrobacter_H aquiaggeris	type strain of species	LPSN	f	1	1	2626838	2626838	2626838	1	2771	NZ_JBANRL010000001.1	2626838	1	110	NZ_JBANRL010000001.1	2769	4979	0	99.133	CP031155.1013229.1016008	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Altererythrobacter sp. ZODW24	1322113	1322113	t	f	f	2626838	2626838	Contig	ASM3715401v1	na	PRJNA224116	SAMN40209921	2	2626838	none	2024-03-14	GCA_037154015.1	none	full	na	none	none	0	0	Altererythrobacter aquiaggeris	none	representative genome	3	none	none	none	none	none	2024/03/14	0	1898396	1	KCTC 52471	Second Institute of Oceanography, Ministry of Natural Resources	1898396	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter aquiaggeris	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter aquiaggeris	0	2644226	11	41	assembly from type material	2644226	0	JBANRL000000000.1	2585	2	2626838	1	none	none	none	none	none	none	1488	NZ_JBANRL010000001.1	1413	2610	0	100	KX812543.1.1413	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Pontixanthobacter;Altererythrobacter aquiaggeris	0	19	41	0
RS_GCF_000756385.1	0	100	0.13	Specific	99.64	1.82	569	o__Sphingomonadales (UID3310)	293	20	3814034	90.5783449389267	73	2745881	65.2111009968041	4210757	RS_GCF_000756385.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp000756385	not type material	none	f	13	13	312501	312501	33177	1	2771	NZ_JNFC01000035.1	33177	1	110	NZ_JNFC01000035.1	2771	5118	0	100	CP012700.62976.65774	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis macrogoltabida	57681	57681	t	f	f	91680	91680	Contig	ASM75638v1	na	PRJNA224116	SAMN02799687	73	91680	USA: Lechuguilla Cave; New Mexico	2014-09-22	GCA_000756385.1	none	full	na	cave surface layer	none	0	0	Sphingopyxis sp. LC363	3911	na	3	none	none	none	none	none	2014/09/22	0	1120705	1	LC363	Monash University Malaysia	1120705	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;x__unclassified Sphingopyxis;s__Sphingopyxis sp. LC363	0	4210757	11	45	na	4210757	0	JNFC00000000.1	3928	73	33177	1	1485	2673	0	99.192	133194	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__alaskensis	1486	NZ_JNFC01000035.1	1486	2675	0	99.192	CP000356.2851569.2853052	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis alaskensis RB2256	0	19	45	0
RS_GCF_021403115.1	0	99.97	0.7	Specific	98.98	1.02	569	o__Sphingomonadales (UID3310)	293	0	3873831	87.4450792051315	37	2874981	64.8977565769514	4430016	RS_GCF_021403115.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sufflavum	type strain of species	LPSN	f	6	6	651675	651675	5971	1	2777	NZ_JAJSSH010000031.1	5971	1	110	NZ_JAJSSH010000031.1	2778	4566	0	96.364	CP016453.326626.329423	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. RAC03	119730	119730	t	f	f	243676	243676	Contig	ASM2140311v1	na	PRJNA224116	SAMN24224721	37	243676	Taiwan	2022-01-10	GCA_021403115.1	none	full	na	no	23.16 N 120.54 E	0	0	Sphingobium sufflavum	none	representative genome	3	none	none	none	none	none	2022/01/10	0	1129547	1	HL-25	Huazhong Agricultural University	1129547	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sufflavum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sufflavum	0	4430016	11	45	assembly from type material	4430016	0	JAJSSH000000000.1	4040	37	5971	1	none	none	none	none	none	none	1496	NZ_JAJSSH010000031.1	1417	2610	0	99.929	JQ060960.1.1416	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sufflavum	0	19	46	0
RS_GCF_004564275.1	0	100	0.84	Specific	99.57	0	349	c__Alphaproteobacteria (UID3305)	230	0	4005270	89.2604716869493	111	3069101	68.397237368489	4487171	RS_GCF_004564275.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	Allosphingosinicella parva	type strain of species	LPSN	f	15	15	265521	265521	111616	2	2807	NZ_SPDV01000018.1	38577	1	110	NZ_SPDV01000037.1	2814	4320	0	94.492	JXCB01000128.4760.7591	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Tolypothrix campylonemoides VB511288	40424	40424	t	f	f	95237	95237	Contig	ASM456427v1	na	PRJNA224116	SAMN11157850	111	95237	South Korea	2019-04-02	GCA_004564275.1	none	full	na	soil	none	0	0	Sphingomonas parva	none	representative genome	4	none	none	none	none	none	2019/04/02	0	2555898	1	17J27-24	Seoul Women's University	2555898	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas parva	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas parva	0	4487171	11	46	assembly from type material	4487171	0	SPDV00000000.1	4252	111	111616	1	none	none	none	none	none	none	1486	NZ_SPDV01000018.1	1447	2601	0	99.102	JQ978994.1.1450	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Incertae Sedis;uncultured bacterium	0	19	46	0
RS_GCF_037173185.1	0	100	0.87	Specific	99.66	1.05	569	o__Sphingomonadales (UID3310)	293	0	3305898	91.6627063237019	63	2350766	65.1833551002526	3606590	RS_GCF_037173185.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas aquatica	type strain of species	LPSN	f	5	4	549750	564254	96457	1	2768	NZ_JBAPEV010000010.1	96457	1	110	NZ_JBAPEV010000010.1	2768	5112	0	100	LSIJ01000101.77569.80345	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. CCH10-B3	57244	59124	t	f	f	190486	267476	Scaffold	ASM3717318v1	na	PRJNA224116	SAMN40210269	63	190486	none	2024-03-14	GCA_037173185.1	none	full	na	none	none	0	0	Sphingomonas aquatica	none	na	3	61	4	267476	86991	20789	2024/03/14	2	1763824	1	LMG 28596	SECOND INSTITUTE OF OCEANOGRAPHY, MNR	1763824	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aquatica	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aquatica	200	3606590	11	45	na	3606390	0	JBAPEV000000000.1	3559	61	96457	1	none	none	none	none	none	none	1482	NZ_JBAPEV010000010.1	1465	2706	0	100	LSIJ01000101.81297.82761	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. CCH10-B3	200	19	45	0
GB_GCA_014983025.1	0	100	0.36	Specific	99.25	0.46	569	o__Sphingomonadales (UID3310)	293	0	2308755	91.6722288642118	31	1446080	57.4185553321853	2518489	GB_GCA_014983025.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp014983025	not type material	none	f	2	2	1061249	1061249	41465	1	2766	JADCLP010000013.1	41465	1	110	JADCLP010000013.1	2774	4660	0	97.08	CP012669.2071403.2074186	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Altererythrobacter epoxidivorans	81241	81241	t	f	f	213223	213223	Contig	ASM1498302v1	na	PRJNA669102	SAMN16434398	31	213223	China: Yellow Sea	2020-10-25	GCA_014983025.1	none	full	na	superficial water	none	0	1	Erythrobacteraceae bacterium E2-1 Yellow Sea	none	na	3	none	none	none	none	none	2020/10/25	0	2780381	1	E2-1 Yellow Sea	Hohai Univercity	2780381	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__unclassified Erythrobacteraceae;s__Erythrobacteraceae bacterium E2-1 Yellow Sea	0	2518489	11	43	na	2518489	0	JADCLP000000000.1	2535	31	41465	1	none	none	none	none	none	none	1483	JADCLP010000013.1	1450	2645	0	99.586	AY858797.1.1450	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Sphingomonadaceae bacterium Oxy6	0	19	43	0
RS_GCF_030866745.1	0	99.95	0.06	Specific	98.89	0	345	c__Alphaproteobacteria (UID3305)	226	0	2459704	92.5792909078454	1	1688379	63.5478621019835	2656862	RS_GCF_030866745.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium flavescens	type strain of species	LPSN	f	1	1	2656862	2656862	2656862	1	2771	NZ_CP133016.1	2656862	1	110	NZ_CP133016.1	2770	4510	0	96.065	JFBW01000002.287361.290140	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi DSM 18422	2656862	2656862	t	f	f	2656862	2656862	Complete Genome	ASM3086674v1	na	PRJNA224116	SAMN35981155	none	none	South Korea	2023-08-24	GCA_030866745.1	none	full	na	Dori	35.3528 N 128.0533 E	1	1	Sphingomonas flavescens	none	representative genome	3	1	1	2656862	2656862	2656862	2023/08/24	0	3132797	1	PT-12	Sangji University	3132797	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas flavescens	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas flavescens	0	2656862	11	46	assembly from type material	2656862	0	na	2697	1	2656862	1	none	none	none	none	none	none	1482	NZ_CP133016.1	1450	2632	0	99.448	KY122016.1.1506	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	0	19	47	0
RS_GCF_014196525.1	0	99.88	0.16	General	99.35	1.19	569	o__Sphingomonadales (UID3310)	293	0	4879382	90.8180447785946	56	3381910	62.9473273941886	5372701	RS_GCF_014196525.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sediminicola	type strain of species	LPSN	f	8	8	551608	551608	303830	1	2771	NZ_JACIDX010000004.1	303830	1	110	NZ_JACIDX010000004.1	2781	4462	0	95.757	LSIA01000223.65294.68086	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. CCH12-A3	95939	97685	t	f	f	273203	273203	Scaffold	ASM1419652v1	na	PRJNA224116	SAMN13173222	56	273203	none	2020-08-14	GCA_014196525.1	none	full	na	none	none	0	0	Novosphingobium sediminicola	none	representative genome	3	55	8	273203	139528	68937	2020/08/14	1	563162	1	DSM 27057	DOE Joint Genome Institute	563162	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sediminicola	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sediminicola	98	5372701	11	56	assembly from type material	5372603	0	JACIDX000000000.1	4722	55	303830	1	none	none	none	none	none	none	1486	NZ_JACIDX010000004.1	1482	2623	0	98.65	AY349411.1.1480	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Sphingomonas sp. oral clone FI012	98	19	56	0
RS_GCF_028858515.1	0	100	0.1	Specific	99.48	0.05	569	o__Sphingomonadales (UID3310)	293	0	2388982	92.778089758915	12	1551463	60.252347431515	2574942	RS_GCF_028858515.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Aurantiacibacter	Aurantiacibacter sp028858515	not type material	none	f	2	2	815926	815926	576673	1	2765	NZ_JAPJZJ010000003.1	576673	1	110	NZ_JAPJZJ010000003.1	2787	4569	0	96.412	CP018097.1129523.1132337	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;Erythrobacter gangjinensis	214578	214578	t	f	f	580513	580513	Contig	ASM2885851v1	na	PRJNA224116	SAMN31635187	12	580513	China: Shenzhen	2023-02-24	GCA_028858515.1	none	full	na	none	none	0	0	Aurantiacibacter sp. D1-12	none	na	3	none	none	none	none	none	2023/02/24	0	2993658	1	D1-12	Shenzhen Institute of Guangdong Ocean University	2993658	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;x__unclassified Aurantiacibacter;s__Aurantiacibacter sp. D1-12	0	2574942	11	43	na	2574942	0	JAPJZJ000000000.1	2539	12	576673	1	none	none	none	none	none	none	1484	NZ_JAPJZJ010000003.1	1479	2577	0	98.107	JF769671.1.1479	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;uncultured bacterium	0	19	43	0
RS_GCF_003171715.1	0	100	0.08	Specific	99.32	0	569	o__Sphingomonadales (UID3310)	293	0	3195655	91.9727022258012	20	2232493	64.2523720208176	3474569	RS_GCF_003171715.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium meiothermophilum	type strain of species	LPSN	f	3	3	966666	966666	439920	2	2768	NZ_QGHL01000008.1	439920	2	110	NZ_QGHL01000008.1	2773	4855	0	98.341	CP028347.1448218.1451016	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. THN1	173728	173728	t	f	f	439920	439920	Contig	ASM317171v1	na	PRJNA224116	SAMN09222672	20	439920	China:Tibet	2018-05-25	GCA_003171715.1	none	full	na	hot spring environment	none	0	0	Novosphingobium meiothermophilum	3205	representative genome	6	none	none	none	none	none	2018/05/25	0	2202251	2	SYSU G00007	Sun Yat-Sen university	2202251	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium meiothermophilum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium meiothermophilum	0	3474569	11	49	assembly from type material	3474569	0	QGHL00000000.1	3226	20	439920	2	none	none	none	none	none	none	1496	NZ_QGHL01000008.1	1495	2754	0	99.933	KP284177.1.1503	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. YIM78034	0	19	50	0
RS_GCF_027625475.1	0	99.99	0.94	Specific	99.57	0.22	349	c__Alphaproteobacteria (UID3305)	230	0	3960237	89.405778383112	1	2926721	66.073260038528	4429509	RS_GCF_027625475.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_N	Sphingomonas_N abietis	type strain of species	LPSN	f	1	1	4429509	4429509	4429509	4	2802	NZ_CP115174.1	4429509	4	108	NZ_CP115174.1	2806	4320	0	94.619	CP023449.968425.971235	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Rhizorhabdus dicambivorans	4429509	4429509	t	f	f	4429509	4429509	Complete Genome	ASM2762547v1	na	PRJNA224116	SAMN32084707	none	none	South Korea:Jeongeup	2023-01-10	GCA_027625475.1	none	full	na	korean fir	none	1	0	Sphingomonas abietis	none	representative genome	12	1	1	4429509	4429509	4429509	2023/01/10	0	3012344	4	PAMB 00755	Korea Research Institute of Bioscience and Biotechnology	3012344	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas abietis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas abietis	0	4429509	11	57	assembly from type material	4429509	0	na	4087	1	4429509	4	none	none	none	none	none	none	1485	NZ_CP115174.1	1452	2597	0	98.898	DQ490374.1.1448	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonadaceae bacterium KVD-unk-20	0	19	57	0
RS_GCF_002127225.1	1	99.98	1.63	Specific	99.54	1.11	569	o__Sphingomonadales (UID3310)	293	0	3938362	91.7216585049347	10	2911537	67.8078060313829	4293819	RS_GCF_002127225.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp002127225	not type material	none	f	3	3	1220783	1222374	395831	1	2769	NZ_NFUR01000005.1	395831	1	110	NZ_NFUR01000005.1	2769	5114	0	100	NFUR01000005.251444.254243	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. IBVSS2	429380	477091	t	f	f	750549	750549	Scaffold	ASM212722v1	na	PRJNA224116	SAMN06840510	10	750549	Norway: Oslo	2017-05-10	GCA_002127225.1	none	full	na	none	none	0	0	Sphingomonas sp. IBVSS2	3962	na	3	9	3	750549	395831	199946	2017/05/10	1	1985172	1	IBVSS2	University of Oslo	1985172	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. IBVSS2	10	4293819	11	46	na	4293809	0	NFUR00000000.1	4010	9	395831	1	1333	2368	0	98.725	4046681	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	1578	NZ_NFUR01000005.1	1578	2911	0	100	NFUR01000005.249156.250745	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingomonas sp. IBVSS2	10	19	46	0
RS_GCF_026107375.2	0	99.99	0.56	Specific	99.48	3.06	569	o__Sphingomonadales (UID3310)	293	0	3737437	91.6628222814924	6	2744478	67.3099236641221	4077375	RS_GCF_026107375.2	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp026107375	not type material	none	f	1	1	3016250	3016250	749701	1	2768	NZ_JAPCIA010000002.1	749701	1	110	NZ_JAPCIA010000002.1	2770	4857	0	98.339	LSJF01000595.4606.7396	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. CCH9-H8	679562	679562	t	f	f	3016250	3016250	Contig	ASM2610737v2	na	PRJNA224116	SAMN31265464	6	3016250	China: Yan an	2022-11-09	GCA_026107375.2	none	full	na	none	none	0	0	Sphingomonas sp. BT-65	none	na	3	none	none	none	none	none	2022/11/09	0	2989821	1	BT-65	Yan'an University	2989821	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. BT-65	0	4077375	11	46	na	4077375	0	JAPCIA000000000.1	3799	6	749701	1	none	none	none	none	none	none	1484	NZ_JAPCIA010000002.1	1484	2553	0	97.709	CP018820.1864745.1866240	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas koreensis	0	19	46	0
GB_GCA_016707885.1	0	99.81	0.21	Specific	96.52	0.56	569	o__Sphingomonadales (UID3310)	293	33.33	2754258	91.6636797223589	11	1736158	57.7805822328233	3004743	GB_GCA_016707885.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	Sphingorhabdus_B sp016707885	not type material	none	f	2	2	1415735	1415735	1415735	1	2770	JADJGU010000001.1	1415735	1	110	JADJGU010000001.1	2785	4180	0	93.896	ATIB01000020.18551.21363	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium baderi LL03	273158	273158	t	f	f	420247	420247	Contig	ASM1670788v1	na	PRJNA629478	SAMN16425730	11	420247	Denmark: Damhusaen	2021-01-19	GCA_016707885.1	derived from metagenome	full	Damh_18-Q3-R51-60_BATAC.316	activated sludge from Damh_18-Q3-R51-60	55.640546 N 12.505848 E	0	1	Sphingomonadales bacterium	none	na	3	none	none	none	none	none	2021/01/19	0	1978525	1	Damh_18-Q3-R51-60_BATAC.316	Aalborg University	1978525	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;x__unclassified Sphingomonadales;s__Sphingomonadales bacterium	0	3004743	11	46	na	3004743	0	JADJGU000000000.1	3122	11	1415735	1	none	none	none	none	none	none	1485	JADJGU010000001.1	1447	2627	0	99.447	HQ158685.1.1450	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Incertae Sedis;uncultured bacterium	0	19	46	0
