Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
GOMC.bin.10226,189,2260552,15979,48.38,93.98,1.68,our,2364944,2845,1974133,693.9,48.91,87.33,0,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__WSZY01;s__
GOMC.bin.10227,550,3529673,8717,50.43,88.79,1.28,our,3924421,4170,2954792,708.58,51,83.71,0,5,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
GOMC.bin.10228,207,2157414,14374,48.8,94.12,1.26,our,2263313,2652,1895222,714.64,49.29,87.85,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__WSZY01;s__
GOMC.bin.10234,772,2645788,3755,49.6,65,1.5,our,4009386,3360,2069616,615.96,50.03,78.22,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
GOMC.bin.10235,828,2856374,3995,39.76,76.31,2.09,our,3664888,3543,2207784,623.14,40.61,77.29,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__
GOMC.bin.10237,193,4581525,36412,54.79,98.91,0.43,our,4612096,4537,4069040,896.86,55.29,88.81,1,4,3,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__
GOMC.bin.10238,499,2949977,7719,37.39,93.09,1.73,our,3114129,3149,2439959,774.84,38.18,82.71,0,6,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__
GOMC.bin.10239,503,1488071,3062,48.31,61.83,0,our,2406714,1798,1152138,640.79,48.73,77.42,0,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__
GOMC.bin.10240,263,2624636,13645,49.04,93.95,1.42,our,2753982,3249,2266688,697.66,49.8,86.36,0,3,2,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AKS1;f__AKS1;g__Sulfuriflexus;s__
GOMC.bin.10242,166,3005936,29433,51.79,97.54,0.95,our,3052470,2994,2626548,877.27,52.83,87.38,0,3,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__
GOMC.bin.10243,156,2213306,19209,42.29,100,1.96,our,2169925,2416,1838919,761.14,43.84,83.08,0,3,0,0,0,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__
GOMC.bin.10244,148,2836897,30307,44.87,97.7,0.87,our,2878420,3290,2515555,764.61,45.46,88.67,1,6,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__
GOMC.bin.10245,127,3392921,35642,38.72,64.14,1.72,our,5198882,3008,2922326,971.52,39.55,86.13,1,4,4,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia sp002162675
GOMC.bin.10247,439,4099644,12549,38.19,78.95,1.77,our,5100798,3363,3375182,1003.62,39.07,82.33,1,7,4,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_C
GOMC.bin.10248,425,5075448,18701,37.02,60.34,0,our,8411415,4223,4286865,1015.12,37.77,84.46,1,13,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__
GOMC.bin.10249,205,6305519,55271,42.76,95.06,1.39,our,6540998,5406,5582231,1032.6,43.22,88.53,1,10,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__42-54-T18;s__42-54-T18 sp002163245
GOMC.bin.10250,154,2576420,28214,41.28,70.69,0,our,3644674,2430,2303276,947.85,41.79,89.4,1,7,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__41-12-T18;s__41-12-T18 sp002163115
GOMC.bin.10251,45,4512072,331245,35.69,92.41,3.12,our,4730327,4365,4145459,949.7,36.07,91.87,0,6,1,0,0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Halobacteriovorax;s__Halobacteriovorax marinus_A
GOMC.bin.10252,516,2777775,6980,31.86,58.1,0,our,4781024,2459,2285432,929.42,32.45,82.28,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
GOMC.bin.10253,158,5043342,71772,37.75,88.11,3.55,our,5520717,4298,4409289,1025.89,38.54,87.43,2,2,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__
GOMC.bin.10254,15,1306418,157800,28.74,79.66,0,our,1639992,1480,389400,263.11,30.46,29.81,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__MAAV01;s__MAAV01 sp004563595
GOMC.bin.10255,487,3995605,10164,56.5,86.07,2.19,our,4540608,3952,3385057,856.54,57.07,84.72,0,5,2,0,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Parasedimentitalea;s__Parasedimentitalea sp002162795
GOMC.bin.10256,48,2434277,73999,45.82,96.29,0.71,our,2510119,2286,2212067,967.66,46.38,90.87,1,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__Cycloclasticus sp002162695
GOMC.bin.10257,29,3156085,241694,51.95,97.96,1.57,our,3171228,3167,2869801,906.16,52.53,90.93,0,6,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp002162875
GOMC.bin.10258,13,3358997,358950,52.11,97.61,0,our,3441243,3165,2995596,946.48,52.63,89.18,0,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__NORP139;s__
GOMC.bin.10259,310,2065168,7649,41.89,79.59,2.78,our,2522624,1959,1702288,868.96,42.42,82.43,1,5,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__41-12-T18;s__41-12-T18 sp002163085
GOMC.bin.10260,64,4190414,134501,45.47,97.83,1.52,our,4218256,3927,3748997,954.67,46.19,89.47,0,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002163135
GOMC.bin.10261,169,3762812,38091,41.84,89.3,1.68,our,4142886,3428,3266826,952.98,42.78,86.82,0,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea_A;s__Thalassotalea_A sp002162925
GOMC.bin.10262,289,3896412,19895,52.66,98.82,0.52,our,3922435,3729,3314269,888.78,53.1,85.06,0,6,3,0,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter;s__
GOMC.bin.10263,84,2259700,48973,36.52,60.34,0.86,our,3712739,2226,2033614,913.57,37.15,89.99,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__
GOMC.bin.10264,134,6529118,77984,44.77,77.76,0,our,8396499,5593,5870141,1049.55,45.26,89.91,2,13,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__42-54-T18;s__42-54-T18 sp002162955
GOMC.bin.10265,480,3495551,9845,37.31,72.41,0,our,4827442,3039,2800726,921.59,37.75,80.12,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__;s__
GOMC.bin.10266,1015,3122061,3336,38.02,69.95,2.34,our,4358835,4054,2385699,588.48,38.76,76.41,1,4,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_A;s__
GOMC.bin.10267,419,2919607,9453,40.63,89.73,2.55,our,3170798,3431,2482149,723.45,41.67,85.02,0,1,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__PRS1;s__
GOMC.bin.10268,719,3225321,5515,32.31,83.24,3.82,our,3726710,4289,2617513,610.29,33.01,81.16,0,0,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CAU-1491;s__
GOMC.bin.10269,250,5297598,35357,56.18,92.36,4.05,our,5503514,5499,4886711,888.65,56.55,92.24,0,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
GOMC.bin.10270,270,3472454,21286,52.01,96.59,1.45,our,3542917,3700,3048460,823.91,52.36,87.79,1,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__M2410;s__
GOMC.bin.10271,190,3329714,27419,50.07,95.67,2.26,our,3401759,3589,2957991,824.18,50.61,88.84,0,5,1,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
GOMC.bin.10272,215,2509222,18148,42.28,92.43,1.78,our,2666405,2904,2164001,745.18,42.95,86.24,0,8,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__SMWN01;s__
GOMC.bin.10273,780,2259649,3084,57.69,54.03,0.16,our,4175520,2881,1759076,610.58,58.08,77.85,0,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__SMXR01;g__;s__
GOMC.bin.10274,235,3594691,23975,53.29,95.76,0,our,3753854,4104,3172341,772.99,54,88.25,0,5,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetovibrionaceae;g__Magnetovibrio;s__
GOMC.bin.10275,166,4350288,42226,53.08,96.88,0.43,our,4471079,4361,3863122,885.83,53.46,88.8,3,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__
GOMC.bin.10276,246,2712175,16338,49.78,94.51,2.85,our,2787936,2916,2346178,804.59,50.42,86.51,2,4,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SZUA-150;g__;s__
GOMC.bin.10278,369,2735979,11031,42.05,93.67,2.54,our,2846680,3082,2294964,744.63,42.74,83.88,0,10,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__SMWN01;s__
GOMC.bin.10279,249,4227183,26223,48.83,95.84,0.87,our,4372294,4627,3681207,795.59,49.66,87.08,0,5,3,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__
GOMC.bin.10280,344,3220123,15431,44.16,94.54,0.74,our,3380891,3559,2648640,744.21,45.18,82.25,1,0,1,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfobia;s__
GOMC.bin.10281,267,2824878,16928,40.17,97.07,2.42,our,2839720,3251,2421853,744.96,40.68,85.73,1,5,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__41-12-T18;s__
GOMC.bin.10282,143,2594103,26877,45.1,91.08,1.14,our,2815690,2804,2205326,786.49,46.2,85.01,0,2,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DRJJ01;f__DRJJ01;g__;s__
GOMC.bin.10283,206,2883567,19912,47.89,94.07,0.65,our,3045417,3196,2520151,788.53,48.77,87.4,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__
GOMC.bin.10284,878,4162653,6030,62.36,84.86,3.25,our,4745895,4679,3334313,712.61,62.88,80.1,2,5,0,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
GOMC.bin.10285,253,2965623,16959,42.97,94.95,5.05,our,2965623,3284,2522427,768.1,43.83,85.06,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__
GOMC.bin.10286,204,2372428,16862,39.84,94.54,1.66,our,2467787,2769,2079841,751.12,40.37,87.67,1,5,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__41-12-T18;s__
GOMC.bin.10287,435,2809886,8860,33.02,93.03,1.02,our,2989600,3874,2346464,605.7,33.66,83.51,1,1,1,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
GOMC.bin.10288,329,3049713,12758,37.22,92.15,2.14,our,3238686,3659,2572013,702.93,37.97,84.34,0,6,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__
GOMC.bin.10289,144,2510411,29919,50.07,96.44,0.91,our,2579393,2798,2194859,784.44,50.74,87.43,2,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SZUA-150;g__;s__
GOMC.bin.10290,608,2974706,6093,37.31,84.78,4.25,our,3359614,3608,2352268,651.96,38.08,79.08,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__
GOMC.bin.10291,420,2465133,7990,47.64,83.84,1.64,our,2892062,2803,2040905,728.11,48.35,82.79,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__
GOMC.bin.10292,746,2340191,3263,49.75,62.24,1.74,our,3694524,2685,1746445,650.45,50.25,74.63,0,4,0,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
GOMC.bin.10293,610,3342367,6704,48.42,92.28,4.17,our,3470947,3405,2709770,795.82,49.46,81.07,0,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__SZUA-152;s__
GOMC.bin.10295,400,1434752,4008,46.55,67.15,0.83,our,2118903,1336,1106363,828.12,47,77.11,0,3,0,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__S7086C20;s__S7086C20 sp001751075
GOMC.bin.10296,501,1350020,2803,66.03,60.85,0,our,2218603,1430,1052305,735.88,65.99,77.95,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__JAHJML01;s__
GOMC.bin.10297,350,1206969,3726,40.73,68.29,1.65,our,1738255,993,880293,886.5,41.54,72.93,0,1,0,0,0,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__QQUK01;s__
GOMC.bin.10298,321,1361041,5660,33.37,84.79,1.37,our,1583199,1590,1051315,661.2,34.06,77.24,0,0,0,0,0,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__AD8-1;s__
GOMC.bin.10299,57,1000907,38803,31.47,66.83,0,our,1497691,1154,825624,715.45,31.47,82.49,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__UBA2196;g__;s__
GOMC.bin.10300,410,2149482,7081,60.89,81.36,2.31,our,2580911,2177,1791479,822.91,61,83.34,1,1,0,0,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__
GOMC.bin.10301,239,2472531,15096,53.92,83.9,3.39,our,2847094,2332,2069164,887.29,54.1,83.69,1,0,0,0,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__SPBW01;s__
GOMC.bin.10302,723,2323646,3455,34.24,76.79,4.89,our,2878005,2244,1642287,731.86,34.91,70.68,0,0,0,0,0,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__
GOMC.bin.10303,118,773001,8337,41.27,64.75,2.18,our,1167799,798,625567,783.92,41.71,80.93,0,0,1,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__JAHJFT01;f__JAHJFT01;g__;s__
GOMC.bin.10304,831,2844038,3864,61.89,65.11,1.14,our,4318255,2609,2138023,819.48,62.14,75.18,0,0,0,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__DSOQ01;g__;s__
GOMC.bin.10305,1155,5078479,5276,45.47,94.49,8.44,our,4921003,4351,3950896,908.04,46.3,77.8,0,2,1,0,0,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DSAB01;g__;s__
GOMC.bin.10306,545,3537878,8947,56.92,93.94,0.67,our,3740871,3067,2943902,959.86,57.33,83.21,5,0,0,0,0,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__
GOMC.bin.10307,733,2555685,3875,58.48,68.04,2.71,our,3654359,2709,2096458,773.89,58.55,82.03,0,0,0,0,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-27196;f__SLST01;g__JAHOYX01;s__
GOMC.bin.10308,398,2752116,9797,51.04,90.8,5.73,our,2857290,2184,2223519,1018.09,52.15,80.79,2,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__;s__
GOMC.bin.10309,477,2392088,6419,61.84,88.17,1.55,our,2670989,2431,1961238,806.76,62.39,81.99,0,8,2,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__
GOMC.bin.10310,479,1718658,4087,51.96,82.84,2.03,our,2032556,1717,1307457,761.48,52.74,76.07,0,0,0,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__DUES01;s__DUES01 sp011192055
GOMC.bin.10311,857,3121442,4070,43.2,64.66,2.47,our,4708231,2312,2166871,937.23,44.04,69.42,3,0,1,0,0,d__Bacteria;p__4484-113;c__;o__;f__;g__;s__
GOMC.bin.10313,79,1013311,19102,44.68,73.85,0.08,our_OceanDNA,1371023,993,887300,893.55,45.58,87.56,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__JABGQW01;s__JABGQW01 sp018648585
GOMC.bin.10314,117,1474201,19991,44.56,87.16,0,our_OceanDNA,1691373,1253,1281318,1022.6,45.34,86.92,1,0,0,0,0,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__JABHNK01;g__JABHNK01;s__JABHNK01 sp018694295
GOMC.bin.10317,75,695134,11291,37.26,64.57,0,our_OceanDNA,1076559,851,588198,691.18,38.05,84.62,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__
GOMC.bin.10320,232,1783839,10825,54.97,86.55,0.61,our_OceanDNA,2048478,1751,1531732,874.78,55.37,85.87,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075
GOMC.bin.10335,241,1723907,10463,48.6,87.97,0,our_OceanDNA,1959653,1602,1467336,915.94,49.3,85.12,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp018701255
GOMC.bin.10342,158,3033404,40877,63.34,97.44,1.71,our_OceanDNA,3059865,3043,2793115,917.88,63.41,92.08,0,4,1,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__Ilumatobacter_A sp018666235
GOMC.bin.10350,120,793529,9543,39.33,72.93,0,our_OceanDNA,1088069,792,653095,824.61,39.94,82.3,0,0,1,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__GCA-2716765;s__GCA-2716765 sp018661775
GOMC.bin.10351,156,1430622,12832,43.54,87.19,0,our_OceanDNA,1640810,1358,1203357,886.12,44.1,84.11,0,3,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__16-39-46;f__JABJFC01;g__JABJFC01;s__JABJFC01 sp018662925
GOMC.bin.10352,94,1780246,38666,30.58,88.79,0,our_OceanDNA,2005007,1607,1526403,949.85,30.96,85.74,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__DSVV01;g__JABHXF01;s__JABHXF01 sp018661705
GOMC.bin.10358,91,2064139,39861,40.15,91.38,0,our_OceanDNA,2258852,1839,1894759,1030.32,40.83,91.79,0,2,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp009936675
GOMC.bin.10362,86,2424060,67340,34.29,95.7,0,our_OceanDNA,2532978,2041,2191275,1073.63,35.03,90.4,0,4,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315;s__GCA-002708315 sp018661505
GOMC.bin.10366,67,1016399,34525,37.5,74.62,1.69,our_OceanDNA,1339080,1059,921143,869.82,37.77,90.63,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JABBGTR01;s__JABBGTR01 sp018646985
GOMC.bin.10368,212,1968471,16809,32.92,84.25,1.1,our,2310763,1773,1738072,980.3,33.18,88.3,0,0,0,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002701945;s__
GOMC.bin.10370,217,1931957,12392,42.33,84.61,1.37,our,2252085,1717,1668702,971.87,42.9,86.37,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
GOMC.bin.10371,228,3721229,27583,49.1,95.24,1.36,our,3854074,3062,3260642,1064.87,49.5,87.62,1,5,1,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
GOMC.bin.10374,94,1289741,25830,37.57,76.8,0,our_OMD_OceanDNA,1679350,1167,1168917,1001.64,37.51,90.63,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp016777225
GOMC.bin.10382,495,1727249,3914,67.87,65.66,0.43,our,2619284,1814,1420771,783.23,67.87,82.26,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__
GOMC.bin.10395,24,567869,54473,28.54,67.99,0,our_OceanDNA,835224,760,514555,677.05,28.92,90.61,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__BS150m-G67;s__
GOMC.bin.10396,450,2597159,6969,40.84,73.68,1.82,our_OceanDNA,3460764,2503,2085208,833.08,41.38,80.29,0,2,1,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__JABJGH01;s__JABJGH01 sp018662365
GOMC.bin.10399,53,1354488,47814,29.11,84.58,0.93,our_OceanDNA,1586535,1391,1214068,872.8,29.87,89.63,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABHQR01;s__JABHQR01 sp018696395
GOMC.bin.10402,33,599035,40369,31.15,76.64,0,our_OceanDNA,781622,737,554551,752.44,31.6,92.57,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__PNOQ01;g__JABHIB01;s__JABHIB01 sp018671245
GOMC.bin.10405,65,645549,15160,31.79,75,0.07,our_OceanDNA,860129,771,555151,720.04,32.12,86,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__JABIKK01;s__JABIKK01 sp018658955
GOMC.bin.10406,72,1002890,20768,40.12,75.44,0,our_OceanDNA,1329388,1001,898985,898.09,40.26,89.64,0,1,1,0,0,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__2-02-FULL-48-14;g__JABHVW01;s__JABHVW01 sp018658105
GOMC.bin.10413,25,769521,62361,32.13,70.56,0,our_OceanDNA,1090591,1024,694214,677.94,32.66,90.21,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JABHWZ01;s__JABHWZ01 sp018657525
GOMC.bin.10414,66,719246,16607,33.76,68.27,0,our_OceanDNA,1053532,711,630437,886.69,34.07,87.65,0,0,1,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__GWA2-36-10;g__JABIAL01;s__JABIAL01 sp018653315
GOMC.bin.10421,17,904274,169964,29.42,71.42,0,our_OceanDNA,1266136,1043,813522,779.98,29.93,89.96,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JABIDS01;s__JABIDS01 sp018653485
GOMC.bin.10422,45,1445535,62897,27.72,84.11,0.93,our_OceanDNA,1702641,1548,1329440,858.81,28.03,91.97,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__GW2011-AR15;s__GW2011-AR15 sp018657065
